Planet Name,Planet Radius [Earth Radius],Duration of a day (hours),Planetary Type,Gravity Strength,Has Biosphere,Discovery Year,Star Name,ObjectType
WASP-135 b,2.36,82.31,Proto Planet,Low,1,2016,WASP-135,P
Kepler-810 b,2.359,63.3,Gas Giant,High,0,2022,Kepler-810,P
Kepler-695 b,2.358,92.12,Gas Giant,High,0,2018,Kepler-695,P
Qatar-2 b,2.355,6.29,Proto Planet,Low,1,2011,Qatar-2,P
Kepler-84 f,2.352,113.39,Gas Giant,High,0,2022,Kepler-84,P
K2-138 f,2.35,49.25,Gas Giant,High,0,2020,K2-138,P
Kepler-681 b,2.35,82.09,Chthonian Planet,Low,1,2018,Kepler-681,P
Kepler-717 b,2.35,39.42,Dwarf Planet,Low,1,2018,Kepler-717,P
TOI-762 A b,2.35,47.49,Dwarf Planet,Low,1,2016,TOI-762,P
K2-244 b,2.343,105.1,Dwarf Planet,Low,1,2021,K2-244,P
GJ 357 d,2.34,6.71,Proto Planet,Low,1,2019,GJ 357,P
K2-138 e,2.34,98.6,Ice Giant,High,0,2020,K2-138,P
Kepler-746 b,2.34,91.6,Proto Planet,Low,1,2018,Kepler-746,P
OGLE-2013-BLG-1721L b,2.34,109.81,Chthonian Planet,Low,1,2021,OGLE-2013-BLG-1721L,P
PSR B1620-26 b,2.34,60.87,Gas Giant,High,0,2022,PSR B1620-26,P
TOI-942 b,2.34,83.16,Garden World,Medium,1,2016,TOI-942,P
TRAPPIST-1 b,2.34,34.17,Proto Planet,Low,1,2016,TRAPPIST-1,P
WASP-130 b,2.34,47.89,Gas Giant,High,0,2014,WASP-130,P
WASP-141 b,2.34,5.47,Ice Giant,High,0,2014,WASP-141,P
EPIC 229004835 b,2.332,39.26,Chthonian Planet,Low,1,2023,EPIC 229004835,P
GJ 367 d,2.33,115.85,Garden World,Medium,1,2023,GJ 367,P
GJ 433 b,2.33,67.44,Ice Giant,High,0,2011,GJ 433,P
TOI-1064 b,2.33,38.41,Gas Giant,High,0,2016,TOI-1064,P
WTS-2 b,2.33,103.47,Chthonian Planet,Low,1,2016,WTS-2,P
EPIC 212587672 c,2.32,8.2,Garden World,Medium,1,2021,EPIC 212587672,P
Kepler-724 b,2.32,97.46,Chthonian Planet,Low,1,2018,Kepler-724,P
Kepler-750 c,2.32,0.96,Chthonian Planet,Low,1,2016,Kepler-750,P
Kepler-835 b,2.32,69.64,Gas Giant,High,0,2022,Kepler-835,P
MASCARA-4 b,2.32,120.56,Ice Giant,High,0,2016,MASCARA-4,P
TCP J05074264+2447555 b,2.32,114.96,Gas Giant,High,0,2016,TCP J05074264+2447555,P
WASP-129 b,2.32,93.9,Gas Giant,High,0,2016,WASP-129,P
XO-2 S c,2.32,34.9,Gas Giant,High,0,2016,XO-2,P
MOA-2010-BLG-117L b,2.31,5.6,Gas Giant,High,0,2016,MOA-2010-BLG-117L,P
LP 791-18 b,2.309,67.39,Chthonian Planet,Low,1,2016,LP 791-18,P
Kepler-661 b,2.302,117.15,Proto Planet,Low,1,2018,Kepler-661,P
EPIC 212624936 c,2.3,112.58,Dwarf Planet,Low,1,2021,EPIC 212624936,P
Kepler-633 c,2.3,8.08,Dwarf Planet,Low,1,2018,Kepler-633,P
Kepler-634 b,2.3,88.84,Proto Planet,Low,1,2018,Kepler-634,P
Kepler-68 d,2.3,73.44,Gas Giant,High,0,2015,Kepler-68,P
LSPM J2116+0234 b,2.3,35.87,Gas Giant,High,0,2016,LSPM J2116+0234,P
TOI-1266 b,2.3,30.23,Proto Planet,Low,1,2023,TOI-1266,P
TOI-1411 b,2.3,4.1,Dwarf Planet,Low,1,2016,TOI-1411,P
TRAPPIST-1 e,2.3,50.82,Ice Giant,High,0,2014,TRAPPIST-1,P
Kepler-591 b,2.299,90.82,Gas Giant,High,0,2017,Kepler-591,P
Kepler-603 d,2.29,18.14,Chthonian Planet,Low,1,2018,Kepler-603,P
Kepler-805 b,2.29,36.64,Gas Giant,High,0,2021,Kepler-805,P
WASP-120 b,2.29,103.55,Ice Giant,High,0,2016,WASP-120,P
WASP-157 b,2.29,74.6,Gas Giant,High,0,2016,WASP-157,P
GJ 806 c,2.28,81.71,Garden World,Medium,1,2023,GJ 806,P
K2-247 c,2.28,32.03,Gas Giant,High,0,2025,K2-247,P
Kepler-782 b,2.28,59.47,Ice Giant,High,0,2020,Kepler-782,P
TOI-1062 c,2.28,56.96,Dwarf Planet,Low,1,2016,TOI-1062,P
Kepler-847 b,2.274,54.73,Proto Planet,Low,1,2022,Kepler-847,P
EPIC 212297394 c,2.27,55.6,Gas Giant,High,0,2021,EPIC 212297394,P
TOI-5786 b,2.27,24.21,Ice Giant,High,0,2016,TOI-5786,P
WASP-131 b,2.27,7.61,Proto Planet,Low,1,2014,WASP-131,P
Kepler-85 c,2.262,4.49,Garden World,Medium,1,2022,Kepler-85,P
GJ 3929 c,2.26,87.52,Dwarf Planet,Low,1,2022,GJ 3929,P
K2-18 b,2.26,3.04,Ice Giant,High,0,2017,K2-18,P
Kepler-610 c,2.26,56.82,Proto Planet,Low,1,2018,Kepler-610,P
Kepler-798 b,2.26,1.23,Dwarf Planet,Low,1,2021,Kepler-798,P
LHS 1678 d,2.26,109.63,Ice Giant,High,0,2015,LHS 1678,P
TOI-1180 b,2.26,72.55,Gas Giant,High,0,2016,TOI-1180,P
WASP-99 b,2.26,13.34,Dwarf Planet,Low,1,2016,WASP-99,P
YZ Cet d,2.26,96.19,Proto Planet,Low,1,2016,YZ Cet,P
GJ 667 C b,2.25,36.61,Garden World,Medium,1,2012,GJ 667,P
K2-24 b,2.25,2.72,Dwarf Planet,Low,1,2023,K2-24,P
Kepler-804 c,2.25,85.06,Gas Giant,High,0,2021,Kepler-804,P
MOA-2022-BLG-249L b,2.25,38.25,Ice Giant,High,0,2015,MOA-2022-BLG-249L,P
TOI-5344 b,2.25,19.15,Chthonian Planet,Low,1,2016,TOI-5344,P
Kepler-820 b,2.243,81.77,Gas Giant,High,0,2022,Kepler-820,P
Gl 49 b,2.24,25.07,Proto Planet,Low,1,2019,Gl 49,P
HIP 5763 b,2.24,103.68,Proto Planet,Low,1,2024,HIP 5763,P
K2-139 b,2.24,61.2,Dwarf Planet,Low,1,2023,K2-139,P
LHS 1478 b,2.24,40.68,Gas Giant,High,0,2016,LHS 1478,P
Kepler-729 b,2.231,14.03,Dwarf Planet,Low,1,2018,Kepler-729,P
HR 8799 d,2.23,70.21,Gas Giant,High,0,2015,HR 8799,P
K2-138 c,2.23,107.97,Gas Giant,High,0,2020,K2-138,P
Kepler-62 c,2.23,85.53,Proto Planet,Low,1,2015,Kepler-62,P
Kepler-738 b,2.23,28.11,Proto Planet,Low,1,2021,Kepler-738,P
Kepler-802 b,2.23,27.02,Garden World,Medium,1,2021,Kepler-802,P
OGLE-2011-BLG-0265L b,2.23,93.32,Dwarf Planet,Low,1,2023,OGLE-2011-BLG-0265L,P
V830 Tau b,2.23,44.14,Ice Giant,High,0,2016,V830 Tau,P
WASP-11 b,2.23,118.14,Chthonian Planet,Low,1,2016,WASP-11,P
Kepler-833 b,2.222,64.82,Chthonian Planet,Low,1,2022,Kepler-833,P
K2-308 b,2.22,84.83,Dwarf Planet,Low,1,2021,K2-308,P
OGLE-2014-BLG-0319L b,2.22,49.32,Gas Giant,High,0,2022,OGLE-2014-BLG-0319L,P
PSR B1257+12 d,2.22,93.37,Proto Planet,Low,1,2022,PSR B1257+12,P
TOI-907.01,2.22,94.57,Proto Planet,Low,1,2016,TOI-907,P
Kepler-82 f,2.213,123.28,Garden World,Medium,1,2022,Kepler-82,P
GJ 581 c,2.21,94.84,Proto Planet,Low,1,2007,GJ 581,P
Kepler-747 b,2.21,78.06,Proto Planet,Low,1,2018,Kepler-747,P
Kepler-789 b,2.21,14.19,Dwarf Planet,Low,1,2021,Kepler-789,P
TOI-1130 c,2.21,56.78,Proto Planet,Low,1,2016,TOI-1130,P
TOI-5704 b,2.21,90.13,Proto Planet,Low,1,2014,TOI-5704,P
TRAPPIST-1 h,2.21,14.48,Garden World,Medium,1,2016,TRAPPIST-1,P
HD 89839 b,2.2,7.1,Dwarf Planet,Low,1,2023,HD 89839,P
Kepler-1011 b,2.2,118.43,Chthonian Planet,Low,1,2023,Kepler-1011,P
Kepler-781 b,2.2,2.88,Gas Giant,High,0,2020,Kepler-781,P
Kepler-786 b,2.2,115.34,Dwarf Planet,Low,1,2021,Kepler-786,P
Qatar-5 b,2.2,55.23,Gas Giant,High,0,2014,Qatar-5,P
TOI-776 c,2.2,120.3,Gas Giant,High,0,2016,TOI-776,P
WASP-144 b,2.2,119.63,Gas Giant,High,0,2014,WASP-144,P
K2-347 b,2.199,48.29,Proto Planet,Low,1,2022,K2-347,P
Kepler-6 b,2.19,25.25,Ice Giant,High,0,2019,Kepler-6,P
Kepler-619 b,2.19,115.31,Proto Planet,Low,1,2018,Kepler-619,P
Kepler-713 b,2.19,28.05,Ice Giant,High,0,2018,Kepler-713,P
Kepler-721 b,2.19,110.14,Chthonian Planet,Low,1,2018,Kepler-721,P
TOI-1235 b,2.19,56.29,Dwarf Planet,Low,1,2016,TOI-1235,P
TOI-6029 b,2.19,40.44,Garden World,Medium,1,2016,TOI-6029,P
Kepler-749 b,2.186,25.4,Garden World,Medium,1,2018,Kepler-749,P
Kepler-838 b,2.184,64.05,Dwarf Planet,Low,1,2022,Kepler-838,P
Kepler-824 b,2.181,121.78,Dwarf Planet,Low,1,2022,Kepler-824,P
K2-138 d,2.18,90.27,Proto Planet,Low,1,2020,K2-138,P
Kepler-58 b,2.18,3.3,Dwarf Planet,Low,1,2017,Kepler-58,P
TIC 257060897 b,2.18,86.24,Gas Giant,High,0,2016,TIC 257060897,P
TOI-712 c,2.18,115.11,Ice Giant,High,0,2014,TOI-712,P
EPIC 212424622 b,2.17,97.21,Chthonian Planet,Low,1,2019,EPIC 212424622,P
GJ 536 b,2.17,53.38,Ice Giant,High,0,2016,GJ 536,P
K2-240 b,2.17,30.91,Dwarf Planet,Low,1,2019,K2-240,P
Kepler-708 b,2.17,43.31,Gas Giant,High,0,2018,Kepler-708,P
SWEEPS-11 b,2.17,76.25,Gas Giant,High,0,2016,SWEEPS-11,P
TOI-1052 c,2.17,80.26,Garden World,Medium,1,2013,TOI-1052,P
K2-72 e,2.164,37.96,Proto Planet,Low,1,2020,K2-72,P
Kepler-1017 b,2.164,9.88,Proto Planet,Low,1,2019,Kepler-1017,P
KMT-2018-BLG-0029L b,2.16,100.7,Gas Giant,High,0,2020,KMT-2018-BLG-0029L,P
L 363-38 b,2.15,16.43,Garden World,Medium,1,2016,L 363-38,P
MOA-2008-BLG-310L b,2.15,27.59,Garden World,Medium,1,2016,MOA-2008-BLG-310L,P
TIC 172900988 b,2.15,97.18,Gas Giant,High,0,2016,TIC 172900988,P
WASP-118 b,2.15,73.04,Gas Giant,High,0,2014,WASP-118,P
psi1 Dra B b,2.15,11.88,Ice Giant,High,0,2016,psi1 Dra,P
GJ 433 d,2.14,25.06,Chthonian Planet,Low,1,2020,GJ 433,P
LTT 3780 c,2.14,62.91,Chthonian Planet,Low,1,2016,LTT 3780,P
LTT 9779 b,2.14,17.27,Garden World,Medium,1,2016,LTT 9779,P
TRAPPIST-1 f,2.14,26.3,Ice Giant,High,0,2016,TRAPPIST-1,P
WASP-132 d,2.14,74.73,Ice Giant,High,0,2016,WASP-132,P
WASP-91 b,2.14,8.15,Chthonian Planet,Low,1,2016,WASP-91,P
GJ 3090 b,2.13,23.63,Chthonian Planet,Low,1,2022,GJ 3090,P
GJ 514 b,2.13,96.94,Ice Giant,High,0,2022,GJ 514,P
K2-396 b,2.13,117.36,Proto Planet,Low,1,2013,K2-396,P
OGLE-2012-BLG-0026L c,2.13,39.75,Dwarf Planet,Low,1,2023,OGLE-2012-BLG-0026L,P
TRAPPIST-1 g,2.13,68.18,Garden World,Medium,1,2016,TRAPPIST-1,P
Kepler-675 b,2.124,72.68,Ice Giant,High,0,2018,Kepler-675,P
KMT-2021-BLG-1150L b,2.12,118.27,Gas Giant,High,0,2010,KMT-2021-BLG-1150L,P
Kepler-712 c,2.12,38.37,Dwarf Planet,Low,1,2018,Kepler-712,P
WASP-140 b,2.12,57.35,Gas Giant,High,0,2016,WASP-140,P
Kepler-625 c,2.116,47.59,Ice Giant,High,0,2018,Kepler-625,P
Kepler-859 b,2.116,55.41,Chthonian Planet,Low,1,2022,Kepler-859,P
HD 93385 b,2.114,57.07,Dwarf Planet,Low,1,2021,HD 93385,P
61 Vir b,2.11,77.95,Proto Planet,Low,1,2009,61 Vir,P
Kepler-797 b,2.11,32.93,Proto Planet,Low,1,2021,Kepler-797,P
Kepler-758 c,2.1,76.35,Proto Planet,Low,1,2018,Kepler-758,P
Kepler-78 b,2.1,68.81,Chthonian Planet,Low,1,2020,Kepler-78,P
Kepler-849 b,2.1,0.42,Garden World,Medium,1,2015,Kepler-849,P
EPIC 206317286 c,2.094,117.57,Garden World,Medium,1,2022,EPIC 206317286,P
TOI-1246 e,2.09,97.91,Chthonian Planet,Low,1,2016,TOI-1246,P
Kepler-1016 b,2.085,79.98,Ice Giant,High,0,2019,Kepler-1016,P
Kepler-745 b,2.08,22.16,Dwarf Planet,Low,1,2018,Kepler-745,P
TOI-1227 b,2.08,106.9,Chthonian Planet,Low,1,2016,TOI-1227,P
WASP-1 b,2.08,120.22,Gas Giant,High,0,2016,WASP-1,P
WASP-107 c,2.08,39.94,Gas Giant,High,0,2016,WASP-107,P
Kepler-764 b,2.078,117.73,Dwarf Planet,Low,1,2015,Kepler-764,P
K2-321 b,2.075,52.12,Chthonian Planet,Low,1,2023,K2-321,P
Kepler-83 b,2.072,54.89,Garden World,Medium,1,2022,Kepler-83,P
HD 108236 c,2.071,68.65,Dwarf Planet,Low,1,2020,HD 108236,P
Kepler-605 c,2.07,118.46,Gas Giant,High,0,2018,Kepler-605,P
Luhman 16 b,2.07,40.06,Garden World,Medium,1,2016,Luhman 16,P
TOI-5398 c,2.07,120.47,Dwarf Planet,Low,1,2016,TOI-5398,P
Kepler-82 d,2.061,121.36,Gas Giant,High,0,2022,Kepler-82,P
K2-5 b,2.06,36.83,Dwarf Planet,Low,1,2024,K2-5,P
Kepler-572 b,2.06,50.26,Gas Giant,High,0,2017,Kepler-572,P
Kepler-778 b,2.051,32.93,Proto Planet,Low,1,2020,Kepler-778,P
HD 93351 c,2.05,15.78,Gas Giant,High,0,2021,HD 93351,P
Kepler-599 b,2.05,10.65,Garden World,Medium,1,2018,Kepler-599,P
LHS 1140 b,2.05,58.82,Gas Giant,High,0,2016,LHS 1140,P
K2-246 b,2.04,62.1,Gas Giant,High,0,2011,K2-246,P
Kepler-839 b,2.04,113.69,Chthonian Planet,Low,1,2022,Kepler-839,P
TOI-663 d,2.04,21.87,Ice Giant,High,0,2016,TOI-663,P
Kepler-624 b,2.038,32.59,Dwarf Planet,Low,1,2018,Kepler-624,P
GJ 2030 b,2.03,113.97,Gas Giant,High,0,2022,GJ 2030,P
K2-247 b,2.03,30.43,Proto Planet,Low,1,2017,K2-247,P
Kepler-571 b,2.03,79.2,Dwarf Planet,Low,1,2017,Kepler-571,P
Kepler-69 c,2.03,48.42,Ice Giant,High,0,2018,Kepler-69,P
Kepler-793 b,2.03,85.33,Gas Giant,High,0,2021,Kepler-793,P
MOA-2016-BLG-227L b,2.03,1.32,Gas Giant,High,0,2016,MOA-2016-BLG-227L,P
TOI-954 b,2.03,122.21,Proto Planet,Low,1,2016,TOI-954,P
eps CrB b,2.03,23.27,Gas Giant,High,0,2016,eps CrB,P
Kepler-611 b,2.02,60.62,Ice Giant,High,0,2015,Kepler-611,P
Kepler-795 b,2.02,1.97,Gas Giant,High,0,2021,Kepler-795,P
HD 108236 f,2.017,117.41,Ice Giant,High,0,2021,HD 108236,P
Kepler-709 b,2.01,24.96,Garden World,Medium,1,2018,Kepler-709,P
MOA-2011-BLG-293L b,2.01,8.98,Proto Planet,Low,1,2016,MOA-2011-BLG-293L,P
TOI-5803 b,2.01,12.72,Proto Planet,Low,1,2016,TOI-5803,P
Kepler-587 b,2.003,103.32,Gas Giant,High,0,2017,Kepler-587,P
K2-32 b,2,123.1,Proto Planet,Low,1,2019,K2-32,P
Kepler-1025 b,2,49.55,Dwarf Planet,Low,1,2016,Kepler-1025,P
Kepler-603 b,2,78.27,Gas Giant,High,0,2018,Kepler-603,P
Kepler-604 b,2,92.52,Proto Planet,Low,1,2018,Kepler-604,P
Kepler-703 b,2,13.78,Ice Giant,High,0,2018,Kepler-703,P
Kepler-828 b,2,48.38,Proto Planet,Low,1,2022,Kepler-828,P
OGLE-2016-BLG-1598L b,2,111.32,Proto Planet,Low,1,2023,OGLE-2016-BLG-1598L,P
TOI-6054.02,2,66.18,Gas Giant,High,0,2016,TOI-6054,P
Kepler-664 b,1.996,97.28,Gas Giant,High,0,2018,Kepler-664,P
GJ 667 C g,1.99,74.8,Gas Giant,High,0,2013,GJ 667,P
Kepler-605 b,1.99,6.56,Garden World,Medium,1,2018,Kepler-605,P
TIC 279401253 c,1.99,94.03,Dwarf Planet,Low,1,2016,TIC 279401253,P
TOI-837 b,1.99,36.52,Dwarf Planet,Low,1,2016,TOI-837,P
UZ For b,1.99,28.73,Ice Giant,High,0,2016,UZ For,P
WASP-139 b,1.99,54.31,Ice Giant,High,0,2016,WASP-139,P
GJ 9827 d,1.98,3.08,Dwarf Planet,Low,1,2017,GJ 9827,P
TOI-1130 b,1.98,26.64,Proto Planet,Low,1,2016,TOI-1130,P
TOI-1294 c,1.98,48.12,Proto Planet,Low,1,2016,TOI-1294,P
Kepler-58 c,1.97,4.44,Garden World,Medium,1,2017,Kepler-58,P
MOA-2012-BLG-505L b,1.97,115.28,Chthonian Planet,Low,1,2016,MOA-2012-BLG-505L,P
OGLE-2018-BLG-0532L b,1.97,3.99,Ice Giant,High,0,2022,OGLE-2018-BLG-0532L,P
TOI-763 b,1.97,57.57,Chthonian Planet,Low,1,2016,TOI-763,P
Kepler-690 b,1.96,82.78,Garden World,Medium,1,2018,Kepler-690,P
MOA-2016-BLG-526L b,1.96,97.08,Ice Giant,High,0,2016,MOA-2016-BLG-526L,P
TOI-544 b,1.96,79.28,Garden World,Medium,1,2016,TOI-544,P
TOI-700 b,1.96,44.08,Dwarf Planet,Low,1,2016,TOI-700,P
USco1556 b,1.96,53.26,Dwarf Planet,Low,1,2014,USco1556 A,P
EPIC 249893012 b,1.95,79.87,Dwarf Planet,Low,1,2020,EPIC 249893012,P
Kepler-758 b,1.95,64.21,Dwarf Planet,Low,1,2018,Kepler-758,P
TOI-540 b,1.95,96.82,Dwarf Planet,Low,1,2016,TOI-540,P
Kepler-814 b,1.948,64.43,Garden World,Medium,1,2022,Kepler-814,P
HD 92788 b,1.94,116.31,Gas Giant,High,0,2023,HD 92788,P
Kepler-1016 c,1.939,35.58,Garden World,Medium,1,2019,Kepler-1016,P
GJ 682 b,1.93,31.45,Gas Giant,High,0,2014,GJ 682,P
Kepler-80 d,1.93,87.07,Proto Planet,Low,1,2016,Kepler-80,P
LHS 1678 b,1.93,43.79,Gas Giant,High,0,2016,LHS 1678,P
WASP-87 b,1.93,32.16,Dwarf Planet,Low,1,2016,WASP-87,P
WASP-93 b,1.93,38.57,Chthonian Planet,Low,1,2016,WASP-93,P
Kepler-996 b,1.929,109.33,Chthonian Planet,Low,1,2022,Kepler-996,P
EPIC 211822797 b,1.92,117.19,Dwarf Planet,Low,1,2016,EPIC 211822797,P
K2-369 b,1.92,96.46,Ice Giant,High,0,2017,K2-369,P
Kepler-779 b,1.92,45.69,Chthonian Planet,Low,1,2020,Kepler-779,P
Kepler-79 e,1.92,47.14,Gas Giant,High,0,2021,Kepler-79,P
Kepler-801 b,1.92,25.67,Gas Giant,High,0,2021,Kepler-801,P
TOI-6383 A b,1.92,57.05,Ice Giant,High,0,2016,TOI-6383,P
Wolf 1061 d,1.92,26.89,Chthonian Planet,Low,1,2016,Wolf 1061,P
LHS 1678 c,1.91,18.49,Dwarf Planet,Low,1,2015,LHS 1678,P
TOI-663 c,1.91,17.95,Chthonian Planet,Low,1,2016,TOI-663,P
omi UMa b,1.91,104.34,Proto Planet,Low,1,2016,omi UMa,P
G 9-40 b,1.9,67.17,Ice Giant,High,0,2019,G 9-40,P
Kepler-607 c,1.9,121.28,Gas Giant,High,0,2018,Kepler-607,P
Kepler-642 b,1.9,98.77,Gas Giant,High,0,2018,Kepler-642,P
Kepler-758 e,1.9,28.94,Garden World,Medium,1,2018,Kepler-758,P
OGLE-2019-BLG-1053L b,1.9,35.88,Dwarf Planet,Low,1,2019,OGLE-2019-BLG-1053L,P
OGLE-2019-BLG-1180L b,1.9,18.89,Chthonian Planet,Low,1,2019,OGLE-2019-BLG-1180L,P
TOI-1442 b,1.9,77.14,Dwarf Planet,Low,1,2016,TOI-1442,P
UCAC4 328-061594 b,1.9,14.42,Gas Giant,High,0,2016,UCAC4 328-061594,P
Kepler-581 b,1.89,85.26,Garden World,Medium,1,2015,Kepler-581,P
LHS 1140 c,1.89,47.88,Proto Planet,Low,1,2016,LHS 1140,P
GJ 3138 c,1.88,89.99,Proto Planet,Low,1,2017,GJ 3138,P
GJ 887 b,1.88,76.41,Proto Planet,Low,1,2020,GJ 887,P
KMT-2019-BLG-0953L b,1.88,86.32,Dwarf Planet,Low,1,2021,KMT-2019-BLG-0953L,P
WASP-148 c,1.88,19.75,Proto Planet,Low,1,2016,WASP-148,P
55 Cnc e,1.875,2.78,Dwarf Planet,Low,1,2004,55 Cnc,P
EPIC 201238110 b,1.87,52.52,Ice Giant,High,0,2019,EPIC 201238110,P
K2-136 b,1.87,103.59,Gas Giant,High,0,2010,K2-136,P
K2-32 c,1.87,14.11,Ice Giant,High,0,2019,K2-32,P
TOI-1173 b,1.87,74.8,Proto Planet,Low,1,2016,TOI-1173,P
nu Oph c,1.87,104.2,Proto Planet,Low,1,2016,nu Oph,P
DMPP-1 e,1.86,23.24,Garden World,Medium,1,2019,DMPP-1,P
GJ 367 c,1.86,103.06,Dwarf Planet,Low,1,2023,GJ 367,P
Kepler-619 d,1.86,42.7,Ice Giant,High,0,2018,Kepler-619,P
Kepler-84 e,1.85,33.32,Proto Planet,Low,1,2022,Kepler-84,P
OGLE-2016-BLG-1190L b,1.85,108.66,Gas Giant,High,0,2023,OGLE-2016-BLG-1190L,P
TOI-771 b,1.85,68.38,Gas Giant,High,0,2016,TOI-771,P
Kepler-669 b,1.84,64.4,Garden World,Medium,1,2015,Kepler-669,P
TOI-672 b,1.84,112.77,Dwarf Planet,Low,1,2016,TOI-672,P
Wolf 1069 b,1.84,56.23,Chthonian Planet,Low,1,2016,Wolf 1069,P
GJ 251 b,1.83,51.57,Dwarf Planet,Low,1,2020,GJ 251,P
K2-158 b,1.83,83.71,Ice Giant,High,0,2020,K2-158,P
K2-390 b,1.83,8.25,Gas Giant,High,0,2021,K2-390,P
K2-392 b,1.83,89.53,Ice Giant,High,0,2021,K2-392,P
K2-394 b,1.83,57.81,Ice Giant,High,0,2009,K2-394,P
Kepler-770 c,1.83,89.97,Ice Giant,High,0,2020,Kepler-770,P
TOI-5301 b,1.83,87.24,Ice Giant,High,0,2016,TOI-5301,P
TOI-5688 A b,1.83,117.45,Dwarf Planet,Low,1,2014,TOI-5688,P
V0391 Peg b,1.83,79.7,Gas Giant,High,0,2023,V0391 Peg,P
KMT-2022-BLG-0371L b,1.829,120.92,Proto Planet,Low,1,2023,KMT-2022-BLG-0371L,P
CD Cet b,1.82,7.08,Dwarf Planet,Low,1,2020,CD Cet,P
Kepler-567 b,1.82,115.92,Gas Giant,High,0,2017,Kepler-567,P
TOI-712 b,1.82,111.25,Gas Giant,High,0,2014,TOI-712,P
WASP-153 b,1.82,29.01,Dwarf Planet,Low,1,2016,WASP-153,P
alf Ari b,1.82,56.46,Dwarf Planet,Low,1,2016,alf Ari,P
tau Cet h,1.82,97.55,Gas Giant,High,0,2016,tau Cet,P
TYC 0434-04538-1 b,1.81,55.28,Garden World,Medium,1,2023,TYC 0434-04538-1,P
Kepler-62 e,1.802,32.17,Dwarf Planet,Low,1,2018,Kepler-62,P
Kepler-606 b,1.8,113.05,Gas Giant,High,0,2018,Kepler-606,P
Kepler-704 b,1.8,69.48,Gas Giant,High,0,2018,Kepler-704,P
TOI-561 d,1.8,85.56,Garden World,Medium,1,2010,TOI-561,P
Kepler-561 c,1.79,63.26,Gas Giant,High,0,2016,Kepler-561,P
Kepler-784 c,1.79,37.01,Ice Giant,High,0,2021,Kepler-784,P
GJ 676 A d,1.78,76.71,Chthonian Planet,Low,1,2012,GJ 676,P
RR Cae b,1.78,28.13,Ice Giant,High,0,2016,RR Cae,P
GJ 667 C c,1.77,105.11,Gas Giant,High,0,2013,GJ 667,P
WASP-10 b,1.77,56.74,Ice Giant,High,0,2016,WASP-10,P
YZ Cet c,1.77,20.77,Proto Planet,Low,1,2016,YZ Cet,P
G 264-012 c,1.76,71.36,Ice Giant,High,0,2021,G 264-012,P
TOI-1295 b,1.76,120.96,Gas Giant,High,0,2016,TOI-1295,P
Kepler-676 b,1.75,88.41,Proto Planet,Low,1,2018,Kepler-676,P
Kepler-710 b,1.75,101.53,Dwarf Planet,Low,1,2018,Kepler-710,P
TOI-5713 b,1.75,94.29,Ice Giant,High,0,2016,TOI-5713,P
WASP-147 b,1.75,82.49,Ice Giant,High,0,2014,WASP-147,P
WASP-95 b,1.75,80.44,Proto Planet,Low,1,2014,WASP-95,P
WD 0806-661 b,1.75,99.18,Proto Planet,Low,1,2016,WD 0806-661,P
mu2 Sco b,1.75,34.41,Dwarf Planet,Low,1,2016,mu2 Sco,P
TOI-1338 c,1.747,53.2,Proto Planet,Low,1,2021,TOI-1338,P
K2-263 b,1.745,15.65,Garden World,Medium,1,2019,K2-263,P
GJ 3988 b,1.74,46.23,Ice Giant,High,0,2023,GJ 3988,P
Kepler-718 b,1.74,64.97,Ice Giant,High,0,2018,Kepler-718,P
Kepler-821 b,1.736,81.14,Chthonian Planet,Low,1,2022,Kepler-821,P
Kepler-588 b,1.73,27.97,Gas Giant,High,0,2019,Kepler-588,P
Kepler-60 d,1.73,116.33,Proto Planet,Low,1,2018,Kepler-60,P
Kepler-656 c,1.73,4.35,Dwarf Planet,Low,1,2018,Kepler-656,P
TOI-1278 b,1.73,101.76,Dwarf Planet,Low,1,2016,TOI-1278,P
TOI-1408 c,1.73,95.67,Dwarf Planet,Low,1,2016,TOI-1408,P
TOI-674 b,1.73,105.86,Ice Giant,High,0,2016,TOI-674,P
TOI-913 b,1.73,102.32,Garden World,Medium,1,2016,TOI-913,P
EPIC 220674823 b,1.725,20.05,Ice Giant,High,0,2016,EPIC 220674823,P
K2-228 b,1.72,96.7,Dwarf Planet,Low,1,2022,K2-228,P
LP 890-9 b,1.71,60.06,Ice Giant,High,0,2016,LP 890-9,P
PSR J1719-1438 b,1.71,73.15,Ice Giant,High,0,2013,PSR J1719-1438,P
ROXs 42 B b,1.71,11.74,Garden World,Medium,1,2016,ROXs 42,P
TOI-1246 d,1.71,54.08,Chthonian Planet,Low,1,2016,TOI-1246,P
TYC 4282-00605-1 b,1.71,90.52,Ice Giant,High,0,2016,TYC 4282-00605-1,P
Kepler-730 c,1.708,108.31,Gas Giant,High,0,2018,Kepler-730,P
EPIC 206024342 b,1.7,18.45,Proto Planet,Low,1,2019,EPIC 206024342,P
EPIC 206042996 b,1.7,89.01,Proto Planet,Low,1,2019,EPIC 206042996,P
OGLE-2012-BLG-0563L b,1.7,93.18,Proto Planet,Low,1,2023,OGLE-2012-BLG-0563L,P
TOI-620 b,1.7,10.01,Proto Planet,Low,1,2016,TOI-620,P
TOI-778 b,1.7,62.24,Ice Giant,High,0,2016,TOI-778,P
