Phylum,Planet Name,Biome
Platyhelminthes,Kepler-121 b,Tropical
Pteridophyta,Kepler-121 c,Tundra
Echinodermata,Kepler-1210 b,Marshland
Porifera,Kepler-1211 b,Scarlet
Arthropoda,Kepler-1212 b,Boreal
Bryophyta,Kepler-1213 b,Scarlet
Annelida,Kepler-1214 b,Alpine
Platyhelminthes,Kepler-1215 b,Boreal
Pteridophyta,Kepler-1216 b,Temperate
Cnidaria,Kepler-1217 b,Marshland
Bryophyta,Kepler-1218 b,Alpine
Arthropoda,Kepler-1219 b,Scarlet
Arthropoda,Kepler-122 b,Desert
Pteridophyta,Kepler-122 c,Tundra
Nematoda,Kepler-122 d,Tundra
Chordata,Kepler-122 e,Tropical
Arthropoda,Kepler-122 f,Alpine
Porifera,Kepler-1220 b,Desert
Arthropoda,Kepler-1221 b,Tundra
Pteridophyta,Kepler-1222 b,Alpine
Platyhelminthes,Kepler-1223 b,Tundra
Platyhelminthes,Kepler-1224 b,Alpine
Bryophyta,Kepler-1225 b,Swamp
Echinodermata,Kepler-1226 b,Boreal
Cnidaria,Kepler-1227 b,Temperate
Arthropoda,Kepler-1228 b,Tundra
Bryophyta,Kepler-1229 b,Scarlet
Mollusca,Kepler-123 b,Nemoral
Arthropoda,Kepler-123 c,Swamp
Annelida,Kepler-1230 b,Marshland
Arthropoda,Kepler-1231 b,Nemoral
Mollusca,Kepler-1232 b,Desert
Porifera,Kepler-1233 b,Swamp
Nematoda,Kepler-1234 b,Scarlet
Platyhelminthes,Kepler-1235 b,Marshland
Porifera,Kepler-1236 b,Swamp
Mollusca,Kepler-1237 b,Tropical
Pteridophyta,Kepler-1238 b,Tundra
Pteridophyta,Kepler-1239 b,Desert
Chordata,Kepler-124 b,Nemoral
Angiospermae,Kepler-124 c,Scarlet
Chordata,Kepler-124 d,Tundra
Annelida,Kepler-1240 b,Scarlet
Cnidaria,Kepler-1241 b,Temperate
Bryophyta,Kepler-1242 b,Desert
Arthropoda,Kepler-1243 b,Swamp
Pteridophyta,Kepler-1244 b,Alpine
Pteridophyta,Kepler-1245 b,Boreal
Mollusca,Kepler-1245 c,Tropical
Annelida,Kepler-1246 b,Temperate
Platyhelminthes,Kepler-1247 b,Swamp
Pteridophyta,Kepler-1248 b,Tundra
Pteridophyta,Kepler-1249 b,Scarlet
Angiospermae,Kepler-125 b,Tundra
Porifera,Kepler-125 c,Boreal
Nematoda,Kepler-1250 b,Scarlet
Pteridophyta,Kepler-1251 b,Scarlet
Mollusca,Kepler-1252 b,Desert
Porifera,Kepler-1253 b,Boreal
Nematoda,Kepler-1254 b,Marshland
Nematoda,Kepler-1254 c,Marshland
Cnidaria,Kepler-1254 d,Swamp
Nematoda,Kepler-1255 b,Alpine
Pteridophyta,Kepler-1256 b,Alpine
Pteridophyta,Kepler-1257 b,Boreal
Platyhelminthes,Kepler-1258 b,Swamp
Chordata,Kepler-1259 b,Scarlet
Nematoda,Kepler-126 b,Boreal
Bryophyta,Kepler-126 c,Alpine
Chordata,Kepler-126 d,Tropical
Bryophyta,Kepler-1260 b,Scarlet
Mollusca,Kepler-1261 b,Scarlet
Angiospermae,Kepler-1262 b,Marshland
Bryophyta,Kepler-1263 b,Alpine
Nematoda,Kepler-1264 b,Marshland
Cnidaria,Kepler-1265 b,Scarlet
Platyhelminthes,Kepler-1266 b,Boreal
Mollusca,Kepler-1266 c,Scarlet
Echinodermata,Kepler-1267 b,Swamp
Platyhelminthes,Kepler-1268 b,Alpine
Platyhelminthes,Kepler-1269 b,Alpine
Cnidaria,Kepler-127 b,Tropical
Mollusca,Kepler-127 c,Swamp
Platyhelminthes,Kepler-127 d,Temperate
Nematoda,Kepler-1270 b,Temperate
Porifera,Kepler-1271 b,Boreal
Porifera,Kepler-1272 b,Alpine
Platyhelminthes,Kepler-1273 b,Alpine
Echinodermata,Kepler-1274 b,Boreal
Chordata,Kepler-1275 b,Boreal
Platyhelminthes,Kepler-1276 b,Marshland
Chordata,Kepler-1277 b,Marshland
Platyhelminthes,Kepler-1278 b,Desert
Bryophyta,Kepler-1279 b,Desert
Cnidaria,Kepler-128 b,Tundra
Bryophyta,Kepler-128 c,Desert
Pteridophyta,Kepler-1280 b,Desert
Annelida,Kepler-1281 b,Alpine
Mollusca,Kepler-1282 b,Nemoral
Cnidaria,Kepler-1283 b,Swamp
Echinodermata,Kepler-1284 b,Scarlet
Annelida,Kepler-1285 b,Scarlet
Cnidaria,Kepler-1286 b,Boreal
Arthropoda,Kepler-1287 b,Desert
Nematoda,Kepler-1288 b,Boreal
Platyhelminthes,Kepler-1289 b,Marshland
Mollusca,Kepler-129 b,Marshland
Platyhelminthes,Kepler-129 c,Scarlet
Mollusca,Kepler-129 d,Alpine
Echinodermata,Kepler-1290 b,Tropical
Bryophyta,Kepler-1291 b,Alpine
Bryophyta,Kepler-1292 b,Boreal
Annelida,Kepler-1293 b,Desert
Nematoda,Kepler-1294 b,Swamp
Porifera,Kepler-1295 b,Tropical
Echinodermata,Kepler-1296 b,Tundra
Arthropoda,Kepler-1297 b,Boreal
Chordata,Kepler-1298 b,Tropical
Nematoda,Kepler-1299 b,Nemoral
Chordata,Kepler-130 b,Scarlet
Nematoda,Kepler-130 c,Desert
Nematoda,Kepler-130 d,Nemoral
Nematoda,Kepler-1300 b,Alpine
Nematoda,Kepler-1301 b,Boreal
Nematoda,Kepler-1302 b,Temperate
Echinodermata,Kepler-1303 b,Alpine
Echinodermata,Kepler-1304 b,Tundra
Nematoda,Kepler-1305 b,Tropical
Platyhelminthes,Kepler-1306 b,Boreal
Nematoda,Kepler-1307 b,Tundra
Chordata,Kepler-1308 b,Tundra
Chordata,Kepler-1309 b,Tundra
Bryophyta,Kepler-131 b,Marshland
Chordata,Kepler-131 c,Marshland
Chordata,Kepler-1310 b,Scarlet
Arthropoda,Kepler-1311 b,Marshland
Mollusca,Kepler-1311 c,Nemoral
Annelida,Kepler-1311 d,Swamp
Angiospermae,Kepler-1312 b,Alpine
Pteridophyta,Kepler-1312 c,Marshland
Mollusca,Kepler-1313 b,Nemoral
Nematoda,Kepler-1314 b,Marshland
Annelida,Kepler-1315 b,Swamp
Bryophyta,Kepler-1315 c,Marshland
Mollusca,Kepler-1316 b,Scarlet
Arthropoda,Kepler-1317 b,Tundra
Pteridophyta,Kepler-1318 b,Alpine
Cnidaria,Kepler-1319 b,Alpine
Chordata,Kepler-132 b,Scarlet
Chordata,Kepler-132 c,Nemoral
Bryophyta,Kepler-132 d,Tropical
Annelida,Kepler-132 e,Swamp
Arthropoda,Kepler-1320 b,Boreal
Angiospermae,Kepler-1321 b,Desert
Bryophyta,Kepler-1321 c,Swamp
Mollusca,Kepler-1321 d,Tropical
Angiospermae,Kepler-1322 b,Swamp
Pteridophyta,Kepler-1322 c,Alpine
Mollusca,Kepler-1323 b,Nemoral
Nematoda,Kepler-1324 b,Nemoral
Bryophyta,Kepler-1325 b,Temperate
Arthropoda,Kepler-1326 b,Desert
Pteridophyta,Kepler-1327 b,Desert
Chordata,Kepler-1328 b,Tundra
Porifera,Kepler-1329 b,Temperate
Annelida,Kepler-133 b,Tundra
Cnidaria,Kepler-133 c,Desert
Nematoda,Kepler-1330 b,Desert
Chordata,Kepler-1331 b,Boreal
Mollusca,Kepler-1332 b,Alpine
Arthropoda,Kepler-1333 b,Swamp
Mollusca,Kepler-1334 b,Boreal
Nematoda,Kepler-1335 b,Tundra
Pteridophyta,Kepler-1336 b,Alpine
Mollusca,Kepler-1336 c,Nemoral
Pteridophyta,Kepler-1337 b,Tropical
Pteridophyta,Kepler-1338 b,Desert
Nematoda,Kepler-1339 b,Tundra
Angiospermae,Kepler-134 b,Scarlet
Annelida,Kepler-134 c,Scarlet
Porifera,Kepler-1340 b,Swamp
Pteridophyta,Kepler-1341 b,Alpine
Pteridophyta,Kepler-1342 b,Temperate
Echinodermata,Kepler-1343 b,Tropical
Echinodermata,Kepler-1344 b,Marshland
Annelida,Kepler-1345 b,Tropical
Nematoda,Kepler-1346 b,Tropical
Arthropoda,Kepler-1347 b,Alpine
Nematoda,Kepler-1348 b,Desert
Echinodermata,Kepler-1349 b,Marshland
Echinodermata,Kepler-135 b,Temperate
Chordata,Kepler-135 c,Marshland
Pteridophyta,Kepler-1350 b,Swamp
Pteridophyta,Kepler-1350 c,Tundra
Cnidaria,Kepler-1351 b,Nemoral
Annelida,Kepler-1352 b,Scarlet
Pteridophyta,Kepler-1353 b,Temperate
Platyhelminthes,Kepler-1354 b,Boreal
Arthropoda,Kepler-1355 b,Marshland
Cnidaria,Kepler-1356 b,Desert
Cnidaria,Kepler-1357 b,Boreal
Echinodermata,Kepler-1358 b,Alpine
Annelida,Kepler-1359 b,Desert
Porifera,Kepler-136 b,Scarlet
Platyhelminthes,Kepler-136 c,Tropical
Cnidaria,Kepler-1360 b,Swamp
Echinodermata,Kepler-1361 b,Boreal
Nematoda,Kepler-1362 b,Scarlet
Bryophyta,Kepler-1363 b,Marshland
Chordata,Kepler-1364 b,Scarlet
Annelida,Kepler-1365 b,Tundra
Arthropoda,Kepler-1365 c,Alpine
Annelida,Kepler-1366 b,Desert
Platyhelminthes,Kepler-1367 b,Boreal
Angiospermae,Kepler-1368 b,Swamp
Angiospermae,Kepler-1369 b,Boreal
Echinodermata,Kepler-137 b,Boreal
Porifera,Kepler-137 c,Marshland
Platyhelminthes,Kepler-1370 b,Alpine
Cnidaria,Kepler-1370 c,Nemoral
Mollusca,Kepler-1371 b,Tropical
Angiospermae,Kepler-1371 c,Scarlet
Bryophyta,Kepler-1372 b,Swamp
Echinodermata,Kepler-1373 b,Tundra
Platyhelminthes,Kepler-1374 b,Scarlet
Pteridophyta,Kepler-1375 b,Nemoral
Cnidaria,Kepler-1376 b,Temperate
Bryophyta,Kepler-1377 b,Alpine
Chordata,Kepler-1378 b,Tundra
Pteridophyta,Kepler-1379 b,Marshland
Nematoda,Kepler-138 b,Temperate
Nematoda,Kepler-138 c,Tundra
Bryophyta,Kepler-138 d,Tundra
Echinodermata,Kepler-138 e,Scarlet
Cnidaria,Kepler-1380 b,Scarlet
Chordata,Kepler-1381 b,Alpine
Echinodermata,Kepler-1382 b,Marshland
Porifera,Kepler-1383 b,Temperate
Annelida,Kepler-1384 b,Temperate
Mollusca,Kepler-1385 b,Scarlet
Angiospermae,Kepler-1386 b,Swamp
Arthropoda,Kepler-1387 b,Marshland
Arthropoda,Kepler-1388 b,Scarlet
Echinodermata,Kepler-1388 c,Nemoral
Porifera,Kepler-1388 d,Marshland
Pteridophyta,Kepler-1388 e,Scarlet
Bryophyta,Kepler-1389 b,Boreal
Cnidaria,Kepler-139 b,Boreal
Nematoda,Kepler-139 c,Alpine
Echinodermata,Kepler-139 d,Desert
Pteridophyta,Kepler-139 e,Swamp
Echinodermata,Kepler-1390 b,Marshland
Pteridophyta,Kepler-1391 b,Temperate
Chordata,Kepler-1392 b,Desert
Nematoda,Kepler-1393 b,Tundra
Annelida,Kepler-1394 b,Temperate
Chordata,Kepler-1395 b,Desert
Chordata,Kepler-1396 b,Nemoral
Annelida,Kepler-1397 b,Scarlet
Arthropoda,Kepler-1398 b,Swamp
Bryophyta,Kepler-1398 c,Scarlet
Porifera,Kepler-1399 b,Marshland
Chordata,Kepler-14 b,Tropical
Pteridophyta,Kepler-140 b,Alpine
Echinodermata,Kepler-140 c,Alpine
Pteridophyta,Kepler-1400 b,Desert
Arthropoda,Kepler-1401 b,Tundra
Chordata,Kepler-1402 b,Tropical
Bryophyta,Kepler-1403 b,Desert
Pteridophyta,Kepler-1404 b,Boreal
Chordata,Kepler-1405 b,Boreal
Annelida,Kepler-1406 b,Tropical
Cnidaria,Kepler-1407 b,Boreal
Arthropoda,Kepler-1408 b,Boreal
Cnidaria,Kepler-1409 b,Swamp
Cnidaria,Kepler-141 b,Alpine
Nematoda,Kepler-141 c,Boreal
Arthropoda,Kepler-1410 b,Marshland
Cnidaria,Kepler-1411 b,Tundra
Nematoda,Kepler-1412 b,Marshland
Bryophyta,Kepler-1413 b,Tundra
Annelida,Kepler-1414 b,Swamp
Platyhelminthes,Kepler-1415 b,Desert
Mollusca,Kepler-1416 b,Desert
Cnidaria,Kepler-1417 b,Swamp
Annelida,Kepler-1418 b,Scarlet
Cnidaria,Kepler-1419 b,Tundra
Bryophyta,Kepler-142 b,Boreal
Echinodermata,Kepler-142 c,Scarlet
Mollusca,Kepler-142 d,Tropical
Angiospermae,Kepler-1420 b,Desert
Cnidaria,Kepler-1421 b,Marshland
Pteridophyta,Kepler-1422 b,Alpine
Porifera,Kepler-1423 b,Alpine
Angiospermae,Kepler-1424 b,Marshland
Mollusca,Kepler-1425 b,Alpine
Mollusca,Kepler-1426 b,Desert
Angiospermae,Kepler-1427 b,Alpine
Cnidaria,Kepler-1428 b,Boreal
Platyhelminthes,Kepler-1429 b,Desert
Nematoda,Kepler-143 b,Alpine
Chordata,Kepler-143 c,Marshland
Mollusca,Kepler-1430 b,Temperate
Mollusca,Kepler-1431 b,Boreal
Bryophyta,Kepler-1432 b,Alpine
Annelida,Kepler-1433 b,Scarlet
Mollusca,Kepler-1434 b,Tundra
Bryophyta,Kepler-1435 b,Swamp
Arthropoda,Kepler-1436 b,Tundra
Mollusca,Kepler-1437 b,Marshland
Pteridophyta,Kepler-1438 b,Tropical
Nematoda,Kepler-1439 b,Swamp
Annelida,Kepler-144 b,Swamp
Echinodermata,Kepler-144 c,Boreal
Cnidaria,Kepler-1440 b,Tropical
Nematoda,Kepler-1441 b,Desert
Pteridophyta,Kepler-1442 b,Tropical
Cnidaria,Kepler-1443 b,Boreal
Annelida,Kepler-1444 b,Desert
Pteridophyta,Kepler-1445 b,Desert
Chordata,Kepler-1446 b,Boreal
Angiospermae,Kepler-1447 b,Alpine
Bryophyta,Kepler-1448 b,Tundra
Bryophyta,Kepler-1449 b,Desert
Angiospermae,Kepler-145 b,Marshland
Echinodermata,Kepler-145 c,Scarlet
Porifera,Kepler-1450 b,Tropical
Mollusca,Kepler-1451 b,Boreal
Platyhelminthes,Kepler-1452 b,Scarlet
Mollusca,Kepler-1453 b,Temperate
Pteridophyta,Kepler-1454 b,Tundra
Platyhelminthes,Kepler-1455 b,Nemoral
Mollusca,Kepler-1456 b,Tundra
Echinodermata,Kepler-1457 b,Boreal
Echinodermata,Kepler-1458 b,Nemoral
Chordata,Kepler-1459 b,Tropical
Arthropoda,Kepler-146 b,Nemoral
Chordata,Kepler-146 c,Tundra
Mollusca,Kepler-1460 b,Scarlet
Pteridophyta,Kepler-1461 b,Alpine
Mollusca,Kepler-1462 b,Nemoral
Arthropoda,Kepler-1463 b,Boreal
Cnidaria,Kepler-1464 b,Swamp
Chordata,Kepler-1464 c,Swamp
Chordata,Kepler-1465 b,Scarlet
Annelida,Kepler-1466 b,Tropical
Porifera,Kepler-1467 b,Temperate
Echinodermata,Kepler-1468 b,Tundra
Cnidaria,Kepler-1468 c,Temperate
Echinodermata,Kepler-1468 d,Swamp
Platyhelminthes,Kepler-1469 b,Tundra
Chordata,Kepler-147 b,Tundra
Platyhelminthes,Kepler-147 c,Marshland
Arthropoda,Kepler-1470 b,Boreal
Chordata,Kepler-1471 b,Scarlet
Angiospermae,Kepler-1471 c,Swamp
Chordata,Kepler-1472 b,Tropical
Angiospermae,Kepler-1473 b,Marshland
Bryophyta,Kepler-1474 b,Desert
Bryophyta,Kepler-1475 b,Scarlet
Bryophyta,Kepler-1476 b,Alpine
Nematoda,Kepler-1477 b,Desert
Echinodermata,Kepler-1478 b,Alpine
Mollusca,Kepler-1479 b,Swamp
Cnidaria,Kepler-148 b,Tundra
Echinodermata,Kepler-148 c,Desert
Angiospermae,Kepler-148 d,Scarlet
Annelida,Kepler-1480 b,Desert
Nematoda,Kepler-1481 b,Scarlet
Annelida,Kepler-1482 b,Tundra
Bryophyta,Kepler-1483 b,Scarlet
Cnidaria,Kepler-1484 b,Boreal
Platyhelminthes,Kepler-1485 b,Scarlet
Bryophyta,Kepler-1486 b,Tropical
Echinodermata,Kepler-1487 b,Alpine
Echinodermata,Kepler-1487 c,Tropical
Porifera,Kepler-1488 b,Temperate
Chordata,Kepler-1488 c,Temperate
Mollusca,Kepler-1489 b,Boreal
Cnidaria,Kepler-1489 c,Temperate
Pteridophyta,Kepler-149 b,Temperate
Arthropoda,Kepler-149 c,Nemoral
Echinodermata,Kepler-149 d,Tundra
Nematoda,Kepler-1490 b,Alpine
Platyhelminthes,Kepler-1491 b,Boreal
Bryophyta,Kepler-1491 c,Nemoral
Annelida,Kepler-1492 b,Scarlet
Angiospermae,Kepler-1493 b,Marshland
Echinodermata,Kepler-1494 b,Marshland
Echinodermata,Kepler-1495 b,Alpine
Echinodermata,Kepler-1496 b,Desert
Platyhelminthes,Kepler-1497 b,Tundra
Nematoda,Kepler-1498 b,Swamp
Chordata,Kepler-1499 b,Marshland
Bryophyta,Kepler-15 b,Tropical
Chordata,Kepler-150 b,Desert
Pteridophyta,Kepler-150 c,Marshland
Bryophyta,Kepler-150 d,Swamp
Chordata,Kepler-150 e,Alpine
Mollusca,Kepler-150 f,Swamp
Porifera,Kepler-1500 b,Scarlet
Cnidaria,Kepler-1501 b,Scarlet
Mollusca,Kepler-1502 b,Tundra
Annelida,Kepler-1503 b,Scarlet
Nematoda,Kepler-1504 b,Temperate
Angiospermae,Kepler-1505 b,Swamp
Mollusca,Kepler-1506 b,Boreal
Angiospermae,Kepler-1507 b,Alpine
Echinodermata,Kepler-1508 b,Desert
Echinodermata,Kepler-1509 b,Tundra
Porifera,Kepler-151 b,Scarlet
Arthropoda,Kepler-151 c,Tropical
Mollusca,Kepler-1510 b,Alpine
Mollusca,Kepler-1511 b,Scarlet
Annelida,Kepler-1512 b,Tropical
Annelida,Kepler-1513 b,Temperate
Nematoda,Kepler-1513 c,Alpine
Nematoda,Kepler-1514 b,Desert
Cnidaria,Kepler-1514 c,Scarlet
Chordata,Kepler-1515 b,Marshland
Annelida,Kepler-1516 b,Boreal
Annelida,Kepler-1517 b,Tropical
Echinodermata,Kepler-1518 b,Swamp
Pteridophyta,Kepler-1518 c,Alpine
Arthropoda,Kepler-1519 b,Tropical
Arthropoda,Kepler-152 b,Temperate
Porifera,Kepler-152 c,Desert
Bryophyta,Kepler-1520 b,Marshland
Pteridophyta,Kepler-1521 b,Tropical
Nematoda,Kepler-1522 b,Marshland
Annelida,Kepler-1523 b,Desert
Annelida,Kepler-1524 b,Tropical
Echinodermata,Kepler-1525 b,Boreal
Echinodermata,Kepler-1526 b,Boreal
Annelida,Kepler-1527 b,Tropical
Nematoda,Kepler-1528 b,Tundra
Arthropoda,Kepler-1529 b,Nemoral
Angiospermae,Kepler-153 b,Alpine
Pteridophyta,Kepler-153 c,Marshland
Chordata,Kepler-1530 b,Swamp
Chordata,Kepler-1530 c,Scarlet
Nematoda,Kepler-1530 d,Tropical
Annelida,Kepler-1531 b,Tropical
Annelida,Kepler-1532 b,Scarlet
Annelida,Kepler-1533 b,Temperate
Nematoda,Kepler-1534 b,Nemoral
Annelida,Kepler-1535 b,Scarlet
Arthropoda,Kepler-1536 b,Swamp
Nematoda,Kepler-1537 b,Alpine
Annelida,Kepler-1538 b,Marshland
Platyhelminthes,Kepler-1539 b,Nemoral
Mollusca,Kepler-154 b,Tundra
Mollusca,Kepler-154 c,Tropical
Annelida,Kepler-154 d,Temperate
Mollusca,Kepler-154 e,Tundra
Bryophyta,Kepler-154 f,Temperate
Chordata,Kepler-1540 b,Alpine
Echinodermata,Kepler-1541 b,Nemoral
Chordata,Kepler-1542 b,Temperate
Platyhelminthes,Kepler-1542 c,Swamp
Echinodermata,Kepler-1542 d,Tropical
Angiospermae,Kepler-1542 e,Boreal
Pteridophyta,Kepler-1543 b,Tundra
Bryophyta,Kepler-1544 b,Tundra
Pteridophyta,Kepler-1545 b,Marshland
Pteridophyta,Kepler-1546 b,Scarlet
Cnidaria,Kepler-1547 b,Tropical
Mollusca,Kepler-1548 b,Scarlet
Annelida,Kepler-1549 b,Swamp
Porifera,Kepler-155 b,Swamp
Arthropoda,Kepler-155 c,Nemoral
Pteridophyta,Kepler-1550 b,Alpine
Nematoda,Kepler-1551 b,Boreal
Mollusca,Kepler-1552 b,Tropical
Angiospermae,Kepler-1553 b,Marshland
Nematoda,Kepler-1554 b,Nemoral
Cnidaria,Kepler-1555 b,Swamp
Pteridophyta,Kepler-1556 b,Desert
Mollusca,Kepler-1557 b,Tropical
Platyhelminthes,Kepler-1558 b,Boreal
Nematoda,Kepler-1559 b,Scarlet
Platyhelminthes,Kepler-156 b,Desert
Nematoda,Kepler-156 c,Boreal
Bryophyta,Kepler-1560 b,Swamp
Bryophyta,Kepler-1561 b,Scarlet
Nematoda,Kepler-1562 b,Swamp
Echinodermata,Kepler-1563 b,Swamp
Pteridophyta,Kepler-1564 b,Tropical
Porifera,Kepler-1565 b,Marshland
Cnidaria,Kepler-1566 b,Alpine
Annelida,Kepler-1567 b,Scarlet
Platyhelminthes,Kepler-1568 b,Temperate
Annelida,Kepler-1569 b,Scarlet
Arthropoda,Kepler-157 b,Boreal
Arthropoda,Kepler-157 c,Desert
Bryophyta,Kepler-157 d,Tropical
Nematoda,Kepler-1570 b,Nemoral
Mollusca,Kepler-1571 b,Scarlet
Nematoda,Kepler-1572 b,Boreal
Annelida,Kepler-1573 b,Desert
Cnidaria,Kepler-1574 b,Boreal
Arthropoda,Kepler-1575 b,Tundra
Angiospermae,Kepler-1576 b,Alpine
Echinodermata,Kepler-1577 b,Tundra
Mollusca,Kepler-1578 b,Boreal
Angiospermae,Kepler-1579 b,Tundra
Pteridophyta,Kepler-158 b,Tropical
Platyhelminthes,Kepler-158 c,Tropical
Platyhelminthes,Kepler-158 d,Temperate
Nematoda,Kepler-1580 b,Desert
Echinodermata,Kepler-1581 b,Alpine
Nematoda,Kepler-1582 b,Scarlet
Platyhelminthes,Kepler-1583 b,Marshland
Mollusca,Kepler-1584 b,Alpine
Arthropoda,Kepler-1585 b,Tundra
Arthropoda,Kepler-1586 b,Marshland
Arthropoda,Kepler-1587 b,Marshland
Angiospermae,Kepler-1588 b,Tundra
Mollusca,Kepler-1589 b,Alpine
Chordata,Kepler-159 b,Tundra
Arthropoda,Kepler-159 c,Alpine
Cnidaria,Kepler-1590 b,Boreal
Arthropoda,Kepler-1591 b,Boreal
Mollusca,Kepler-1592 b,Boreal
Echinodermata,Kepler-1593 b,Marshland
Arthropoda,Kepler-1594 b,Tundra
Arthropoda,Kepler-1595 b,Tropical
Pteridophyta,Kepler-1596 b,Tundra
Bryophyta,Kepler-1597 b,Scarlet
Bryophyta,Kepler-1598 b,Scarlet
Mollusca,Kepler-1599 b,Tropical
Cnidaria,Kepler-16 b,Alpine
Nematoda,Kepler-160 b,Marshland
Pteridophyta,Kepler-160 c,Scarlet
Nematoda,Kepler-160 d,Boreal
Mollusca,Kepler-1600 b,Tropical
Platyhelminthes,Kepler-1600 c,Alpine
Echinodermata,Kepler-1601 b,Scarlet
Platyhelminthes,Kepler-1602 b,Tropical
Cnidaria,Kepler-1603 b,Desert
Annelida,Kepler-1604 b,Tundra
Arthropoda,Kepler-1605 b,Marshland
Nematoda,Kepler-1606 b,Desert
Platyhelminthes,Kepler-1607 b,Temperate
Mollusca,Kepler-1608 b,Desert
Annelida,Kepler-1609 b,Tropical
Platyhelminthes,Kepler-161 b,Scarlet
Echinodermata,Kepler-161 c,Alpine
Mollusca,Kepler-1610 b,Tundra
Nematoda,Kepler-1610 c,Scarlet
Pteridophyta,Kepler-1611 b,Marshland
Platyhelminthes,Kepler-1612 b,Temperate
Annelida,Kepler-1613 b,Desert
Porifera,Kepler-1614 b,Swamp
Annelida,Kepler-1615 b,Nemoral
Annelida,Kepler-1616 b,Temperate
Echinodermata,Kepler-1617 b,Tropical
Bryophyta,Kepler-1618 b,Boreal
Echinodermata,Kepler-1619 b,Swamp
Annelida,Kepler-162 b,Scarlet
Porifera,Kepler-162 c,Tundra
Arthropoda,Kepler-1620 b,Swamp
Annelida,Kepler-1621 b,Scarlet
Mollusca,Kepler-1622 b,Alpine
Mollusca,Kepler-1623 b,Tropical
Mollusca,Kepler-1624 b,Boreal
Mollusca,Kepler-1625 b,Scarlet
Annelida,Kepler-1626 b,Marshland
Platyhelminthes,Kepler-1627 b,Alpine
Platyhelminthes,Kepler-1628 b,Alpine
Chordata,Kepler-1629 b,Marshland
Angiospermae,Kepler-163 b,Tundra
Annelida,Kepler-163 c,Tropical
Porifera,Kepler-1630 b,Boreal
Bryophyta,Kepler-1631 b,Swamp
Mollusca,Kepler-1632 b,Scarlet
Mollusca,Kepler-1633 b,Tundra
Nematoda,Kepler-1634 b,Scarlet
Bryophyta,Kepler-1635 b,Scarlet
Echinodermata,Kepler-1636 b,Swamp
Pteridophyta,Kepler-1637 b,Temperate
Platyhelminthes,Kepler-1638 b,Swamp
Echinodermata,Kepler-1639 b,Tundra
Bryophyta,Kepler-164 b,Swamp
Porifera,Kepler-164 c,Desert
Echinodermata,Kepler-164 d,Marshland
Chordata,Kepler-164 e,Boreal
Nematoda,Kepler-1640 b,Nemoral
Arthropoda,Kepler-1641 b,Swamp
Platyhelminthes,Kepler-1641 c,Tropical
Platyhelminthes,Kepler-1642 b,Scarlet
Pteridophyta,Kepler-1642 c,Desert
Nematoda,Kepler-1643 b,Temperate
Chordata,Kepler-1644 b,Tundra
Pteridophyta,Kepler-1645 b,Alpine
Echinodermata,Kepler-1646 b,Scarlet
Bryophyta,Kepler-1647 b,Swamp
Chordata,Kepler-1649 b,Tropical
Echinodermata,Kepler-1649 c,Scarlet
Annelida,Kepler-165 b,Tropical
Echinodermata,Kepler-165 c,Scarlet
Echinodermata,Kepler-1650 b,Marshland
Platyhelminthes,Kepler-1651 b,Scarlet
Nematoda,Kepler-1652 b,Swamp
Bryophyta,Kepler-1653 b,Temperate
Nematoda,Kepler-1654 b,Desert
Pteridophyta,Kepler-1655 b,Nemoral
Angiospermae,Kepler-1656 b,Temperate
Chordata,Kepler-1656 c,Swamp
Bryophyta,Kepler-1658 b,Tundra
Mollusca,Kepler-166 b,Swamp
Bryophyta,Kepler-166 c,Alpine
Annelida,Kepler-166 d,Marshland
Cnidaria,Kepler-1660 AB b,Swamp
Platyhelminthes,Kepler-1661 b,Tropical
Bryophyta,Kepler-1663 b,Desert
Nematoda,Kepler-1664 b,Marshland
Echinodermata,Kepler-1665 b,Boreal
Bryophyta,Kepler-1666 b,Alpine
Platyhelminthes,Kepler-1666 c,Swamp
Arthropoda,Kepler-1667 b,Alpine
Cnidaria,Kepler-1668 b,Swamp
Annelida,Kepler-1669 b,Marshland
Cnidaria,Kepler-1669 c,Temperate
Echinodermata,Kepler-1669 d,Tundra
Cnidaria,Kepler-167 b,Boreal
Platyhelminthes,Kepler-167 c,Marshland
Echinodermata,Kepler-167 d,Tropical
Pteridophyta,Kepler-167 e,Temperate
Porifera,Kepler-1670 b,Desert
Mollusca,Kepler-1671 b,Swamp
Platyhelminthes,Kepler-1672 b,Temperate
Arthropoda,Kepler-1673 b,Swamp
Annelida,Kepler-1674 b,Tropical
Arthropoda,Kepler-1675 b,Scarlet
Annelida,Kepler-1676 b,Marshland
Arthropoda,Kepler-1677 b,Tropical
Chordata,Kepler-1678 b,Scarlet
Cnidaria,Kepler-1679 b,Tundra
Angiospermae,Kepler-168 b,Temperate
Annelida,Kepler-168 c,Alpine
Pteridophyta,Kepler-1680 b,Alpine
Pteridophyta,Kepler-1681 b,Nemoral
Chordata,Kepler-1682 b,Tropical
Platyhelminthes,Kepler-1683 b,Alpine
Porifera,Kepler-1684 b,Swamp
Pteridophyta,Kepler-1685 b,Tundra
Bryophyta,Kepler-1686 b,Boreal
Chordata,Kepler-1687 b,Swamp
Echinodermata,Kepler-1688 b,Boreal
