Star Name,Spectral Type,Stellar Radius [Solar Radius],Element Composition,Discovery Year,Host Name
KMT-2018-BLG-1996L,,,Hydrogen,2021,KMT-2018-BLG-1996L
KMT-2018-BLG-2602L,,,Hydrogen,2022,KMT-2018-BLG-2602L
KMT-2019-BLG-0253L,,,Hydrogen,2022,KMT-2019-BLG-0253L
KMT-2019-BLG-0297L,,,Hydrogen,2023,KMT-2019-BLG-0297L
KMT-2019-BLG-0298L,,,Hydrogen,2023,KMT-2019-BLG-0298L
KMT-2019-BLG-0335L,,,Hydrogen,2023,KMT-2019-BLG-0335L
KMT-2019-BLG-0371L,,,Hydrogen,2021,KMT-2019-BLG-0371L
KMT-2019-BLG-0414L,,,Hydrogen,2022,KMT-2019-BLG-0414L
KMT-2019-BLG-0842L,,,Hydrogen,2020,KMT-2019-BLG-0842L
KMT-2019-BLG-0953L,,,Hydrogen,2022,KMT-2019-BLG-0953L
KMT-2019-BLG-1042L,,,Hydrogen,2022,KMT-2019-BLG-1042L
KMT-2019-BLG-1216L,,,Hydrogen,2023,KMT-2019-BLG-1216L
KMT-2019-BLG-1339L,,,Hydrogen,2020,KMT-2019-BLG-1339L
KMT-2019-BLG-1367L,,,Hydrogen,2023,KMT-2019-BLG-1367L
KMT-2019-BLG-1552L,,,Hydrogen,2022,KMT-2019-BLG-1552L
KMT-2019-BLG-1715L,,,Hydrogen,2021,KMT-2019-BLG-1715L
KMT-2019-BLG-1806L,,,Hydrogen,2023,KMT-2019-BLG-1806L
KMT-2019-BLG-1953L,,,Hydrogen,2020,KMT-2019-BLG-1953L
KMT-2019-BLG-2783L,,,Hydrogen,2023,KMT-2019-BLG-2783L
KMT-2019-BLG-2974L,,,Hydrogen,2022,KMT-2019-BLG-2974L
KMT-2020-BLG-0414L,,,Hydrogen,2021,KMT-2020-BLG-0414L
KMT-2020-BLG-0414L,,,Hydrogen,2021,KMT-2020-BLG-0414L
KMT-2021-BLG-0119L,,,Hydrogen,2022,KMT-2021-BLG-0119L
KMT-2021-BLG-0171L,,,Hydrogen,2022,KMT-2021-BLG-0171L
KMT-2021-BLG-0192L,,,Hydrogen,2022,KMT-2021-BLG-0192L
KMT-2021-BLG-0240L,,,Hydrogen,2022,KMT-2021-BLG-0240L
KMT-2021-BLG-0320L,,,Hydrogen,2022,KMT-2021-BLG-0320L
KMT-2021-BLG-0322L,,,Hydrogen,2021,KMT-2021-BLG-0322L
KMT-2021-BLG-0712L,,,Hydrogen,2023,KMT-2021-BLG-0712L
KMT-2021-BLG-0748L,,,Hydrogen,2022,KMT-2021-BLG-0748L
KMT-2021-BLG-0909L,,,Hydrogen,2023,KMT-2021-BLG-0909L
KMT-2021-BLG-0912L,K,,Hydrogen,2022,KMT-2021-BLG-0912L
KMT-2021-BLG-1077L,M V,,Hydrogen,2022,KMT-2021-BLG-1077L
KMT-2021-BLG-1077L,M V,,Hydrogen,2022,KMT-2021-BLG-1077L
KMT-2021-BLG-1105L,,,Hydrogen,2023,KMT-2021-BLG-1105L
KMT-2021-BLG-1150L,,,Hydrogen,2023,KMT-2021-BLG-1150L
KMT-2021-BLG-1253L,,,Hydrogen,2022,KMT-2021-BLG-1253L
KMT-2021-BLG-1303L,,,Hydrogen,2022,KMT-2021-BLG-1303L
KMT-2021-BLG-1372L,,,Hydrogen,2022,KMT-2021-BLG-1372L
KMT-2021-BLG-1391L,,,Hydrogen,2022,KMT-2021-BLG-1391L
KMT-2021-BLG-1547L,,,Hydrogen,2023,KMT-2021-BLG-1547L
KMT-2021-BLG-1554L,,,Hydrogen,2022,KMT-2021-BLG-1554L
KMT-2021-BLG-1689L,,,Hydrogen,2022,KMT-2021-BLG-1689L
KMT-2021-BLG-1770L,,,Hydrogen,2023,KMT-2021-BLG-1770L
KMT-2021-BLG-1898L,,,Hydrogen,2022,KMT-2021-BLG-1898L
KMT-2021-BLG-2010L,,,Hydrogen,2023,KMT-2021-BLG-2010L
KMT-2021-BLG-2294L,,,Hydrogen,2022,KMT-2021-BLG-2294L
KMT-2021-BLG-2478L,,,Hydrogen,2023,KMT-2021-BLG-2478L
KMT-2021-BLG-2609L,,,Hydrogen,2024,KMT-2021-BLG-2609L
KMT-2022-BLG-0303L,,,Hydrogen,2024,KMT-2022-BLG-0303L
KMT-2022-BLG-0371L,,,Hydrogen,2023,KMT-2022-BLG-0371L
KMT-2022-BLG-0440L,,,Hydrogen,2023,KMT-2022-BLG-0440L
KMT-2022-BLG-1013L,,,Hydrogen,2023,KMT-2022-BLG-1013L
KMT-2022-BLG-2286L,,,Hydrogen,2024,KMT-2022-BLG-2286L
KMT-2023-BLG-0416L,,,Hydrogen,2024,KMT-2023-BLG-0416L
KMT-2023-BLG-0469L,,,Hydrogen,2024,KMT-2023-BLG-0469L
KMT-2023-BLG-0735L,,,Hydrogen,2024,KMT-2023-BLG-0735L
KMT-2023-BLG-1431L,,,Hydrogen,2024,KMT-2023-BLG-1431L
KMT-2023-BLG-1454L,,,Hydrogen,2024,KMT-2023-BLG-1454L
KMT-2023-BLG-1642L,,,Hydrogen,2024,KMT-2023-BLG-1642L
KMT-2023-BLG-1743L,,,Hydrogen,2024,KMT-2023-BLG-1743L
KMT-2023-BLG-1866L,,,Hydrogen,2024,KMT-2023-BLG-1866L
KMT-2024-BLG-1044L,,,Hydrogen,2024,KMT-2024-BLG-1044L
KOI-12,,1.4,Hydrogen,2015,KOI-12
KOI-1257,G5 V,1.13,Hydrogen,2014,KOI-1257
KOI-13,,1.76,Hydrogen,2011,KOI-13
KOI-142,G6 V,0.9,Hydrogen,2013,KOI-142
KOI-142,G6 V,0.9,Hydrogen,2013,KOI-142
KOI-1599,,0.97,Hydrogen,2019,KOI-1599
KOI-1599,,0.97,Hydrogen,2019,KOI-1599
KOI-1783,,1.14,Hydrogen,2020,KOI-1783
KOI-1783,,1.14,Hydrogen,2020,KOI-1783
Kepler-324,,0.84,Hydrogen,2021,Kepler-324
Kepler-968,,0.67,Hydrogen,2021,Kepler-968
KOI-217,,0.86,Hydrogen,2010,KOI-217
KOI-2513,,1.2,Hydrogen,2023,KOI-2513
KOI-3503,,1.26,Hydrogen,2021,KOI-3503
KOI-3503,,1.26,Hydrogen,2021,KOI-3503
KOI-351,,1.2,Hydrogen,2013,KOI-351
KOI-351,,1.2,Hydrogen,2013,KOI-351
KOI-351,,1.2,Hydrogen,2013,KOI-351
KOI-351,,1.2,Hydrogen,2013,KOI-351
KOI-351,,1.2,Hydrogen,2013,KOI-351
KOI-351,,1.2,Hydrogen,2013,KOI-351
KOI-351,,1.2,Hydrogen,2013,KOI-351
KOI-3680,,0.96,Hydrogen,2018,KOI-3680
KOI-4777,,0.4,Hydrogen,2014,KOI-4777
KOI-4978,G,0.97,Hydrogen,2024,KOI-4978
KOI-55,B,0.2,Hydrogen,2011,KOI-55
KOI-55,B,0.2,Hydrogen,2011,KOI-55
KOI-7368,,0.87,Hydrogen,2022,KOI-7368
KOI-7913,K6 V,0.79,Hydrogen,2022,KOI-7913 A
KOI-94,,1.52,Hydrogen,2013,KOI-94
KOI-94,,1.52,Hydrogen,2013,KOI-94
KOI-94,,1.52,Hydrogen,2013,KOI-94
KOI-94,,1.52,Hydrogen,2013,KOI-94
KOI-984,,0.82,Hydrogen,2022,KOI-984
KOI-984,,0.82,Hydrogen,2022,KOI-984
KPS-1,K1 V,0.91,Hydrogen,2018,KPS-1
Kapteyn,M2.0V,0.29,Hydrogen,2014,Kapteyn
Kepler-10,,1.06,Hydrogen,2011,Kepler-10
Kepler-10,,1.06,Hydrogen,2011,Kepler-10
Kepler-10,,1.06,Hydrogen,2011,Kepler-10
Kepler-100,,1.49,Hydrogen,2014,Kepler-100
Kepler-100,,1.49,Hydrogen,2014,Kepler-100
Kepler-100,,1.49,Hydrogen,2014,Kepler-100
Kepler-100,,1.51,Hydrogen,2014,Kepler-100
Kepler-1000,,1.51,Hydrogen,2016,Kepler-1000
Kepler-1001,,0.88,Hydrogen,2016,Kepler-1001
Kepler-1001,,0.84,Hydrogen,2016,Kepler-1001
Kepler-1002,,1.57,Hydrogen,2016,Kepler-1002
Kepler-1003,,1.17,Hydrogen,2016,Kepler-1003
Kepler-1004,,3.39,Hydrogen,2016,Kepler-1004
Kepler-1005,,1.06,Hydrogen,2016,Kepler-1005
Kepler-1006,,0.74,Hydrogen,2016,Kepler-1006
Kepler-1007,,0.7,Hydrogen,2016,Kepler-1007
Kepler-1008,,0.78,Hydrogen,2016,Kepler-1008
Kepler-1009,,0.57,Hydrogen,2016,Kepler-1009
Kepler-101,G3 IV,1.56,Hydrogen,2014,Kepler-101
Kepler-101,G3 IV,1.56,Hydrogen,2014,Kepler-101
Kepler-1010,,0.82,Hydrogen,2016,Kepler-1010
Kepler-1011,,0.88,Hydrogen,2016,Kepler-1011
Kepler-1012,,0.91,Hydrogen,2016,Kepler-1012
Kepler-1013,,0.76,Hydrogen,2016,Kepler-1013
Kepler-1014,,0.84,Hydrogen,2016,Kepler-1014
Kepler-1015,,1.81,Hydrogen,2016,Kepler-1015
Kepler-1016,,1,Hydrogen,2016,Kepler-1016
Kepler-1016,,1,Hydrogen,2016,Kepler-1016
Kepler-1017,,0.87,Hydrogen,2016,Kepler-1017
Kepler-1018,,0.88,Hydrogen,2016,Kepler-1018
Kepler-1019,,0.67,Hydrogen,2016,Kepler-1019
Kepler-102,,0.72,Hydrogen,2014,Kepler-102
Kepler-102,,0.72,Hydrogen,2014,Kepler-102
Kepler-102,,0.72,Hydrogen,2014,Kepler-102
Kepler-102,,0.72,Hydrogen,2014,Kepler-102
Kepler-102,,0.72,Hydrogen,2014,Kepler-102
Kepler-1020,,0.8,Hydrogen,2016,Kepler-1020
Kepler-1021,,0.86,Hydrogen,2016,Kepler-1021
Kepler-1022,,0.68,Hydrogen,2016,Kepler-1022
Kepler-1023,,0.89,Hydrogen,2016,Kepler-1023
Kepler-1024,,0.78,Hydrogen,2016,Kepler-1024
Kepler-1025,,1.13,Hydrogen,2016,Kepler-1025
Kepler-1026,,0.75,Hydrogen,2016,Kepler-1026
Kepler-1027,,0.82,Hydrogen,2016,Kepler-1027
Kepler-1028,,0.87,Hydrogen,2016,Kepler-1028
Kepler-1029,,0.77,Hydrogen,2016,Kepler-1029
Kepler-103,,1.49,Hydrogen,2014,Kepler-103
Kepler-103,,1.49,Hydrogen,2014,Kepler-103
Kepler-1030,,0.76,Hydrogen,2016,Kepler-1030
Kepler-1031,,1.12,Hydrogen,2016,Kepler-1031
Kepler-1032,,0.71,Hydrogen,2016,Kepler-1032
Kepler-1033,,0.92,Hydrogen,2016,Kepler-1033
Kepler-1034,,0.8,Hydrogen,2016,Kepler-1034
Kepler-1035,,0.97,Hydrogen,2016,Kepler-1035
Kepler-1036,,0.89,Hydrogen,2016,Kepler-1036
Kepler-1037,,0.78,Hydrogen,2016,Kepler-1037
Kepler-1038,,0.83,Hydrogen,2016,Kepler-1038
Kepler-1038,,0.82,Hydrogen,2016,Kepler-1038
Kepler-1039,,0.74,Hydrogen,2016,Kepler-1039
Kepler-104,,1.35,Hydrogen,2014,Kepler-104
Kepler-104,,1.35,Hydrogen,2014,Kepler-104
Kepler-104,,1.35,Hydrogen,2014,Kepler-104
Kepler-1040,,0.96,Hydrogen,2016,Kepler-1040
Kepler-1041,,1.08,Hydrogen,2016,Kepler-1041
Kepler-1042,,0.72,Hydrogen,2016,Kepler-1042
Kepler-1043,,0.9,Hydrogen,2016,Kepler-1043
Kepler-1044,,1.11,Hydrogen,2016,Kepler-1044
Kepler-1045,,0.82,Hydrogen,2016,Kepler-1045
Kepler-1046,,1.04,Hydrogen,2016,Kepler-1046
Kepler-1047,,1.13,Hydrogen,2016,Kepler-1047
Kepler-1047,,1.13,Hydrogen,2016,Kepler-1047
Kepler-1048,,0.7,Hydrogen,2016,Kepler-1048
Kepler-1049,,0.49,Hydrogen,2016,Kepler-1049
Kepler-105,,1.03,Hydrogen,2013,Kepler-105
Kepler-105,,1.03,Hydrogen,2013,Kepler-105
Kepler-1050,,1.13,Hydrogen,2016,Kepler-1050
Kepler-1050,,1.13,Hydrogen,2016,Kepler-1050
Kepler-1051,,1.73,Hydrogen,2016,Kepler-1051
Kepler-1052,,1.03,Hydrogen,2016,Kepler-1052
Kepler-1052,,0.85,Hydrogen,2016,Kepler-1052
Kepler-1053,,0.69,Hydrogen,2016,Kepler-1053
Kepler-1054,,1.34,Hydrogen,2016,Kepler-1054
Kepler-1055,,0.94,Hydrogen,2016,Kepler-1055
Kepler-1056,,1.2,Hydrogen,2016,Kepler-1056
Kepler-1057,,1.1,Hydrogen,2016,Kepler-1057
Kepler-1058,,0.69,Hydrogen,2016,Kepler-1058
Kepler-1059,,0.72,Hydrogen,2016,Kepler-1059
Kepler-106,,1.04,Hydrogen,2014,Kepler-106
Kepler-106,,1.04,Hydrogen,2014,Kepler-106
Kepler-106,,1.04,Hydrogen,2014,Kepler-106
Kepler-106,,1.04,Hydrogen,2014,Kepler-106
Kepler-1060,,0.99,Hydrogen,2016,Kepler-1060
Kepler-1061,,1.07,Hydrogen,2016,Kepler-1061
Kepler-1062,,0.7,Hydrogen,2016,Kepler-1062
Kepler-1063,,1.14,Hydrogen,2016,Kepler-1063
Kepler-1064,,0.79,Hydrogen,2016,Kepler-1064
Kepler-1065,,0.93,Hydrogen,2016,Kepler-1065
Kepler-1065,,0.93,Hydrogen,2016,Kepler-1065
Kepler-1066,,0.98,Hydrogen,2016,Kepler-1066
Kepler-1067,,0.93,Hydrogen,2016,Kepler-1067
Kepler-1067,,0.93,Hydrogen,2016,Kepler-1067
Kepler-1068,,1.01,Hydrogen,2016,Kepler-1068
Kepler-1069,,0.98,Hydrogen,2016,Kepler-1069
Kepler-107,,1.45,Hydrogen,2014,Kepler-107
Kepler-107,,1.45,Hydrogen,2014,Kepler-107
Kepler-107,,1.45,Hydrogen,2014,Kepler-107
Kepler-107,,1.45,Hydrogen,2014,Kepler-107
Kepler-1070,,1.32,Hydrogen,2016,Kepler-1070
Kepler-1071,,0.81,Hydrogen,2016,Kepler-1071
Kepler-1072,,1.32,Hydrogen,2016,Kepler-1072
Kepler-1073,,1,Hydrogen,2016,Kepler-1073
Kepler-1073,,1,Hydrogen,2016,Kepler-1073
Kepler-1073,,1.12,Hydrogen,2016,Kepler-1073
Kepler-1074,,0.57,Hydrogen,2016,Kepler-1074
Kepler-1075,,0.54,Hydrogen,2016,Kepler-1075
Kepler-1076,,0.74,Hydrogen,2016,Kepler-1076
Kepler-1077,,1.02,Hydrogen,2016,Kepler-1077
Kepler-1078,,0.92,Hydrogen,2016,Kepler-1078
Kepler-1079,,1.36,Hydrogen,2016,Kepler-1079
Kepler-108,,2.19,Hydrogen,2014,Kepler-108
Kepler-108,,2.19,Hydrogen,2014,Kepler-108
Kepler-1080,,1.16,Hydrogen,2016,Kepler-1080
Kepler-1081,,0.84,Hydrogen,2016,Kepler-1081
Kepler-1082,,1.14,Hydrogen,2016,Kepler-1082
Kepler-1083,,0.77,Hydrogen,2016,Kepler-1083
Kepler-1084,,1.28,Hydrogen,2016,Kepler-1084
Kepler-1085,,1.14,Hydrogen,2016,Kepler-1085
Kepler-1085,,1.08,Hydrogen,2016,Kepler-1085
Kepler-1086,,0.66,Hydrogen,2016,Kepler-1086
Kepler-1086,,0.66,Hydrogen,2016,Kepler-1086
Kepler-1087,,0.94,Hydrogen,2016,Kepler-1087
Kepler-1088,,1.08,Hydrogen,2016,Kepler-1088
Kepler-1089,,0.49,Hydrogen,2016,Kepler-1089
Kepler-109,,1.39,Hydrogen,2014,Kepler-109
Kepler-109,,1.39,Hydrogen,2014,Kepler-109
Kepler-1090,,0.82,Hydrogen,2016,Kepler-1090
Kepler-1090,,1.01,Hydrogen,2016,Kepler-1090
Kepler-1091,,1.03,Hydrogen,2016,Kepler-1091
Kepler-1092,,1,Hydrogen,2016,Kepler-1092
Kepler-1093,,1.2,Hydrogen,2016,Kepler-1093
Kepler-1093,,1.2,Hydrogen,2016,Kepler-1093
Kepler-1094,,1.21,Hydrogen,2016,Kepler-1094
Kepler-1095,,0.92,Hydrogen,2016,Kepler-1095
Kepler-1096,,0.63,Hydrogen,2016,Kepler-1096
Kepler-1097,,0.79,Hydrogen,2016,Kepler-1097
Kepler-1098,,0.99,Hydrogen,2016,Kepler-1098
Kepler-1099,,1,Hydrogen,2016,Kepler-1099
Kepler-11,,1.06,Hydrogen,2010,Kepler-11
Kepler-11,,1.06,Hydrogen,2010,Kepler-11
Kepler-11,,1.06,Hydrogen,2010,Kepler-11
Kepler-11,,1.06,Hydrogen,2010,Kepler-11
Kepler-11,,1.06,Hydrogen,2010,Kepler-11
Kepler-11,,1.06,Hydrogen,2010,Kepler-11
Kepler-110,,1.15,Hydrogen,2014,Kepler-110
Kepler-110,,1.15,Hydrogen,2014,Kepler-110
Kepler-1100,,1.34,Hydrogen,2016,Kepler-1100
Kepler-1101,,0.91,Hydrogen,2016,Kepler-1101
Kepler-1102,,0.94,Hydrogen,2016,Kepler-1102
Kepler-1103,,1.15,Hydrogen,2016,Kepler-1103
Kepler-1104,,1.41,Hydrogen,2016,Kepler-1104
Kepler-1105,,0.68,Hydrogen,2016,Kepler-1105
Kepler-1106,,1.17,Hydrogen,2016,Kepler-1106
Kepler-1107,,0.82,Hydrogen,2016,Kepler-1107
Kepler-1108,,0.84,Hydrogen,2016,Kepler-1108
Kepler-1109,,1.06,Hydrogen,2016,Kepler-1109
Kepler-111,,1.16,Hydrogen,2014,Kepler-111
Kepler-111,,1.15,Hydrogen,2014,Kepler-111
Kepler-1110,,0.7,Hydrogen,2016,Kepler-1110
Kepler-1111,,1.15,Hydrogen,2016,Kepler-1111
Kepler-1112,,1.54,Hydrogen,2016,Kepler-1112
Kepler-1113,,1.17,Hydrogen,2016,Kepler-1113
Kepler-1114,,0.83,Hydrogen,2016,Kepler-1114
Kepler-1115,,1.73,Hydrogen,2016,Kepler-1115
Kepler-1116,,0.93,Hydrogen,2016,Kepler-1116
Kepler-1117,,0.93,Hydrogen,2016,Kepler-1117
Kepler-1118,,0.97,Hydrogen,2016,Kepler-1118
Kepler-1119,,1.17,Hydrogen,2016,Kepler-1119
Kepler-112,,0.84,Hydrogen,2014,Kepler-112
Kepler-112,,0.84,Hydrogen,2014,Kepler-112
Kepler-1120,,0.74,Hydrogen,2016,Kepler-1120
Kepler-1121,,1.59,Hydrogen,2016,Kepler-1121
Kepler-1122,,0.89,Hydrogen,2016,Kepler-1122
Kepler-1123,,0.9,Hydrogen,2016,Kepler-1123
Kepler-1124,,0.34,Hydrogen,2016,Kepler-1124
Kepler-1125,,0.94,Hydrogen,2016,Kepler-1125
Kepler-1126,,0.93,Hydrogen,2016,Kepler-1126
Kepler-1126,,0.92,Hydrogen,2016,Kepler-1126
Kepler-1127,,0.95,Hydrogen,2016,Kepler-1127
Kepler-1128,,0.91,Hydrogen,2016,Kepler-1128
Kepler-1129,,1,Hydrogen,2016,Kepler-1129
Kepler-1129,,1,Hydrogen,2016,Kepler-1129
Kepler-113,,0.69,Hydrogen,2014,Kepler-113
Kepler-113,,0.69,Hydrogen,2014,Kepler-113
Kepler-1130,,0.81,Hydrogen,2016,Kepler-1130
Kepler-1130,,0.84,Hydrogen,2016,Kepler-1130
Kepler-1130,,0.84,Hydrogen,2016,Kepler-1130
Kepler-1131,,1.04,Hydrogen,2016,Kepler-1131
Kepler-1132,,0.83,Hydrogen,2016,Kepler-1132
Kepler-1133,,0.9,Hydrogen,2016,Kepler-1133
Kepler-1134,,0.81,Hydrogen,2016,Kepler-1134
Kepler-1135,,0.94,Hydrogen,2016,Kepler-1135
Kepler-1136,,0.68,Hydrogen,2016,Kepler-1136
Kepler-1137,,1.84,Hydrogen,2016,Kepler-1137
Kepler-1138,,0.92,Hydrogen,2016,Kepler-1138
Kepler-1139,,0.91,Hydrogen,2016,Kepler-1139
Kepler-114,M0 V,0.67,Hydrogen,2014,Kepler-114
Kepler-114,M0 V,0.54,Hydrogen,2014,Kepler-114
Kepler-114,M0 V,0.54,Hydrogen,2014,Kepler-114
Kepler-1140,,0.73,Hydrogen,2016,Kepler-1140
Kepler-1141,,1.07,Hydrogen,2016,Kepler-1141
Kepler-1142,,0.96,Hydrogen,2016,Kepler-1142
Kepler-1143,,0.77,Hydrogen,2016,Kepler-1143
Kepler-1143,,0.77,Hydrogen,2016,Kepler-1143
Kepler-1144,,0.96,Hydrogen,2016,Kepler-1144
Kepler-1145,,0.75,Hydrogen,2016,Kepler-1145
Kepler-1146,,0.7,Hydrogen,2016,Kepler-1146
Kepler-1147,,1.14,Hydrogen,2016,Kepler-1147
Kepler-1148,,0.77,Hydrogen,2016,Kepler-1148
Kepler-1149,,1.01,Hydrogen,2016,Kepler-1149
Kepler-115,,1.21,Hydrogen,2014,Kepler-115
Kepler-115,,1.21,Hydrogen,2014,Kepler-115
Kepler-1150,,0.72,Hydrogen,2016,Kepler-1150
Kepler-1151,,0.85,Hydrogen,2016,Kepler-1151
Kepler-1152,,0.53,Hydrogen,2016,Kepler-1152
Kepler-1153,,0.88,Hydrogen,2016,Kepler-1153
Kepler-1154,,1.43,Hydrogen,2016,Kepler-1154
Kepler-1154,,1.43,Hydrogen,2016,Kepler-1154
Kepler-1155,,1.03,Hydrogen,2016,Kepler-1155
Kepler-1156,,1,Hydrogen,2016,Kepler-1156
Kepler-1157,,0.71,Hydrogen,2016,Kepler-1157
Kepler-1158,,1.95,Hydrogen,2016,Kepler-1158
Kepler-1159,,1.28,Hydrogen,2016,Kepler-1159
Kepler-116,,1.45,Hydrogen,2014,Kepler-116
Kepler-116,,1.45,Hydrogen,2014,Kepler-116
Kepler-1160,,0.89,Hydrogen,2016,Kepler-1160
Kepler-1161,,0.57,Hydrogen,2016,Kepler-1161
Kepler-1162,,0.84,Hydrogen,2016,Kepler-1162
Kepler-1162,,0.86,Hydrogen,2016,Kepler-1162
Kepler-1163,,1.35,Hydrogen,2016,Kepler-1163
Kepler-1164,,0.79,Hydrogen,2016,Kepler-1164
Kepler-1165,,1.18,Hydrogen,2016,Kepler-1165
Kepler-1165,,1.08,Hydrogen,2016,Kepler-1165
Kepler-1166,,0.86,Hydrogen,2016,Kepler-1166
Kepler-1167,,0.75,Hydrogen,2016,Kepler-1167
Kepler-1168,,0.82,Hydrogen,2016,Kepler-1168
Kepler-1169,,1.23,Hydrogen,2016,Kepler-1169
Kepler-117,F8 V,1.61,Hydrogen,2014,Kepler-117
Kepler-117,F8 V,1.61,Hydrogen,2014,Kepler-117
Kepler-1170,,0.76,Hydrogen,2016,Kepler-1170
Kepler-1171,,1.95,Hydrogen,2016,Kepler-1171
Kepler-1172,,0.89,Hydrogen,2016,Kepler-1172
Kepler-1173,,0.82,Hydrogen,2016,Kepler-1173
Kepler-1174,,1.04,Hydrogen,2016,Kepler-1174
Kepler-1175,,0.86,Hydrogen,2016,Kepler-1175
Kepler-1176,,1.02,Hydrogen,2016,Kepler-1176
Kepler-1177,,0.97,Hydrogen,2016,Kepler-1177
Kepler-1178,,0.75,Hydrogen,2016,Kepler-1178
Kepler-1179,,0.81,Hydrogen,2016,Kepler-1179
Kepler-118,,1.09,Hydrogen,2014,Kepler-118
Kepler-118,,1.09,Hydrogen,2014,Kepler-118
Kepler-1180,,1.14,Hydrogen,2016,Kepler-1180
Kepler-1181,,1.3,Hydrogen,2016,Kepler-1181
Kepler-1181,,1.35,Hydrogen,2016,Kepler-1181
Kepler-1182,,1.05,Hydrogen,2016,Kepler-1182
Kepler-1183,,0.99,Hydrogen,2016,Kepler-1183
Kepler-1184,,1.07,Hydrogen,2016,Kepler-1184
Kepler-1185,,0.87,Hydrogen,2016,Kepler-1185
Kepler-1186,,0.93,Hydrogen,2016,Kepler-1186
Kepler-1187,,1.09,Hydrogen,2016,Kepler-1187
Kepler-1188,,1.06,Hydrogen,2016,Kepler-1188
Kepler-1189,,1.16,Hydrogen,2016,Kepler-1189
Kepler-119,,0.84,Hydrogen,2014,Kepler-119
Kepler-119,,0.84,Hydrogen,2014,Kepler-119
Kepler-1190,,0.72,Hydrogen,2016,Kepler-1190
Kepler-1191,,0.81,Hydrogen,2016,Kepler-1191
Kepler-1192,,0.83,Hydrogen,2016,Kepler-1192
Kepler-1193,,1.21,Hydrogen,2016,Kepler-1193
Kepler-1194,,0.92,Hydrogen,2016,Kepler-1194
Kepler-1195,,0.71,Hydrogen,2016,Kepler-1195
Kepler-1196,,0.97,Hydrogen,2016,Kepler-1196
Kepler-1197,,0.72,Hydrogen,2016,Kepler-1197
Kepler-1198,,0.9,Hydrogen,2016,Kepler-1198
Kepler-1199,,1.17,Hydrogen,2016,Kepler-1199
Kepler-12,,1.48,Hydrogen,2011,Kepler-12
Kepler-120,M0 V,0.53,Hydrogen,2014,Kepler-120
Kepler-120,M0 V,0.53,Hydrogen,2014,Kepler-120
Kepler-1200,,0.7,Hydrogen,2016,Kepler-1200
Kepler-1201,,1.24,Hydrogen,2016,Kepler-1201
Kepler-1202,,1.04,Hydrogen,2016,Kepler-1202
Kepler-1203,,0.61,Hydrogen,2016,Kepler-1203
Kepler-1204,,1.03,Hydrogen,2016,Kepler-1204
Kepler-1205,,0.81,Hydrogen,2016,Kepler-1205
Kepler-1206,,0.75,Hydrogen,2016,Kepler-1206
Kepler-1207,,1.06,Hydrogen,2016,Kepler-1207
Kepler-1208,,0.76,Hydrogen,2016,Kepler-1208
Kepler-1209,,1.38,Hydrogen,2016,Kepler-1209
Kepler-121,,0.7,Hydrogen,2014,Kepler-121
Kepler-121,,0.7,Hydrogen,2014,Kepler-121
Kepler-1210,,0.92,Hydrogen,2016,Kepler-1210
Kepler-1211,,0.94,Hydrogen,2016,Kepler-1211
Kepler-1212,,1.15,Hydrogen,2016,Kepler-1212
Kepler-1213,,1.21,Hydrogen,2016,Kepler-1213
Kepler-1214,,0.8,Hydrogen,2016,Kepler-1214
Kepler-1215,,0.93,Hydrogen,2016,Kepler-1215
Kepler-1216,,0.98,Hydrogen,2016,Kepler-1216
Kepler-1217,,1.08,Hydrogen,2016,Kepler-1217
Kepler-1218,,1.1,Hydrogen,2016,Kepler-1218
Kepler-1219,,1.94,Hydrogen,2016,Kepler-1219
Kepler-122,,1.22,Hydrogen,2014,Kepler-122
Kepler-122,,1.22,Hydrogen,2014,Kepler-122
Kepler-122,,1.22,Hydrogen,2014,Kepler-122
Kepler-122,,1.22,Hydrogen,2014,Kepler-122
Kepler-122,,0.95,Hydrogen,2014,Kepler-122
Kepler-1220,,0.99,Hydrogen,2016,Kepler-1220
Kepler-1221,,0.82,Hydrogen,2016,Kepler-1221
Kepler-1222,,0.8,Hydrogen,2016,Kepler-1222
Kepler-1223,,0.75,Hydrogen,2016,Kepler-1223
Kepler-1224,,1.22,Hydrogen,2016,Kepler-1224
Kepler-1225,,1.19,Hydrogen,2016,Kepler-1225
Kepler-1226,,1.02,Hydrogen,2016,Kepler-1226
Kepler-1227,,0.95,Hydrogen,2016,Kepler-1227
Kepler-1228,,0.74,Hydrogen,2016,Kepler-1228
Kepler-1229,,0.51,Hydrogen,2016,Kepler-1229
Kepler-123,,1.26,Hydrogen,2014,Kepler-123
Kepler-123,,1.26,Hydrogen,2014,Kepler-123
Kepler-1230,,1.08,Hydrogen,2016,Kepler-1230
Kepler-1231,,1,Hydrogen,2016,Kepler-1231
Kepler-1232,,0.89,Hydrogen,2016,Kepler-1232
Kepler-1233,,1.25,Hydrogen,2016,Kepler-1233
Kepler-1234,,0.76,Hydrogen,2016,Kepler-1234
Kepler-1235,,0.9,Hydrogen,2016,Kepler-1235
Kepler-1236,,0.82,Hydrogen,2016,Kepler-1236
Kepler-1237,,0.9,Hydrogen,2016,Kepler-1237
Kepler-1238,,1.48,Hydrogen,2016,Kepler-1238
