Planet Name,Star Name,Orbital Period [days],
Kepler-292 f,Kepler-292,20.834237,
Kepler-293 b,Kepler-293,19.254196,
Kepler-293 c,Kepler-293,54.155743,
Kepler-294 b,Kepler-294,3.701212,
Kepler-294 c,Kepler-294,6.6264,
Kepler-295 b,Kepler-295,12.645164,
Kepler-295 c,Kepler-295,21.526258,
Kepler-295 d,Kepler-295,33.884054,
Kepler-296 b,Kepler-296,10.864384,
Kepler-296 c,Kepler-296,5.8416366,
Kepler-296 d,Kepler-296,19.850291,
Kepler-296 e,Kepler-296,34.14211,
Kepler-296 f,Kepler-296,63.33627,
Kepler-297 b,Kepler-297,38.871826,
Kepler-297 c,Kepler-297,74.920137,
Kepler-297 d,Kepler-297,150.0189511,
Kepler-298 b,Kepler-298,10.475464,
Kepler-298 c,Kepler-298,22.92881,
Kepler-298 d,Kepler-298,77.473633,
Kepler-299 b,Kepler-299,2.927128,
Kepler-299 c,Kepler-299,6.885875,
Kepler-299 d,Kepler-299,15.054786,
Kepler-299 e,Kepler-299,38.285489,
Kepler-30 b,Kepler-30,29.33434,
Kepler-30 c,Kepler-30,60.323105,
Kepler-30 d,Kepler-30,143.34394,
Kepler-300 b,Kepler-300,10.446347,
Kepler-300 c,Kepler-300,40.714955,
Kepler-301 b,Kepler-301,2.508553,
Kepler-301 c,Kepler-301,5.419026,
Kepler-301 d,Kepler-301,13.751243,
Kepler-302 b,Kepler-302,30.184104,
Kepler-302 c,Kepler-302,127.282184,
Kepler-303 b,Kepler-303,1.937055,
Kepler-303 c,Kepler-303,7.061149,
Kepler-304 b,Kepler-304,3.295709,
Kepler-304 c,Kepler-304,5.315946,
Kepler-304 d,Kepler-304,9.653471,
Kepler-304 e,Kepler-304,1.49914695,
Kepler-305 b,Kepler-305,5.487,
Kepler-305 c,Kepler-305,8.291,
Kepler-305 d,Kepler-305,16.74,
Kepler-305 e,Kepler-305,3.20538,
Kepler-306 b,Kepler-306,4.646186,
Kepler-306 c,Kepler-306,7.240193,
Kepler-306 d,Kepler-306,17.326644,
Kepler-306 e,Kepler-306,44.840975,
Kepler-307 b,Kepler-307,10.4208,
Kepler-307 c,Kepler-307,13.0729,
Kepler-308 b,Kepler-308,9.694928,
Kepler-308 c,Kepler-308,15.38231,
Kepler-309 b,Kepler-309,5.923653,
Kepler-309 c,Kepler-309,105.356383,
Kepler-31 b,Kepler-31,20.8613,
Kepler-31 c,Kepler-31,42.6318,
Kepler-31 d,Kepler-31,87.6451,
Kepler-310 b,Kepler-310,13.930698,
Kepler-310 c,Kepler-310,56.47542,
Kepler-310 d,Kepler-310,92.876125,
Kepler-311 b,Kepler-311,9.176092,
Kepler-311 c,Kepler-311,19.738286,
Kepler-311 d,Kepler-311,232.040326,
Kepler-312 b,Kepler-312,1.772419,
Kepler-312 c,Kepler-312,19.747412,
Kepler-313 b,Kepler-313,14.970418,
Kepler-313 c,Kepler-313,32.273273,
Kepler-314 b,Kepler-314,2.461069,
Kepler-314 c,Kepler-314,5.960392,
Kepler-315 b,Kepler-315,96.101141,
Kepler-315 c,Kepler-315,265.469335,
Kepler-316 b,Kepler-316,2.240508,
Kepler-316 c,Kepler-316,6.827766,
Kepler-317 b,Kepler-317,5.524242,
Kepler-317 c,Kepler-317,8.77501,
Kepler-318 b,Kepler-318,4.662715,
Kepler-318 c,Kepler-318,11.815007,
Kepler-319 b,Kepler-319,4.362705,
Kepler-319 c,Kepler-319,6.941357,
Kepler-319 d,Kepler-319,31.781925,
Kepler-32 b,Kepler-32,5.90124,
Kepler-32 c,Kepler-32,8.7522,
Kepler-32 d,Kepler-32,22.7802,
Kepler-32 e,Kepler-32,2.896,
Kepler-32 f,Kepler-32,0.74296,
Kepler-320 b,Kepler-320,8.371554,
Kepler-320 c,Kepler-320,17.934937,
Kepler-321 b,Kepler-321,4.915379,
Kepler-321 c,Kepler-321,13.093921,
Kepler-322 b,Kepler-322,1.653888,
Kepler-322 c,Kepler-322,4.337234,
Kepler-323 b,Kepler-323,1.678328,
Kepler-323 c,Kepler-323,3.5538229,
Kepler-324 b,Kepler-324,4.385315,
Kepler-324 c,Kepler-324,51.805612,
Kepler-324 e,Kepler-324,13.97939968,
Kepler-325 b,Kepler-325,4.544439,
Kepler-325 c,Kepler-325,12.762172,
Kepler-325 d,Kepler-325,38.715185,
Kepler-326 b,Kepler-326,2.248329,
Kepler-326 c,Kepler-326,4.580358,
Kepler-326 d,Kepler-326,6.766888,
Kepler-327 b,Kepler-327,2.549575,
Kepler-327 c,Kepler-327,5.212333,
Kepler-327 d,Kepler-327,13.969457,
Kepler-328 b,Kepler-328,34.921,
Kepler-328 c,Kepler-328,71.312,
Kepler-329 b,Kepler-329,7.416397,
Kepler-329 c,Kepler-329,18.684737,
Kepler-33 b,Kepler-33,5.66793,
Kepler-33 c,Kepler-33,13.17562,
Kepler-33 d,Kepler-33,21.77596,
Kepler-33 e,Kepler-33,31.7844,
Kepler-33 f,Kepler-33,41.02902,
Kepler-330 b,Kepler-330,8.25978,
Kepler-330 c,Kepler-330,15.955387,
Kepler-331 b,Kepler-331,8.457496,
Kepler-331 c,Kepler-331,17.28111,
Kepler-331 d,Kepler-331,32.134328,
Kepler-332 b,Kepler-332,7.626324,
Kepler-332 c,Kepler-332,15.995622,
Kepler-332 d,Kepler-332,34.21154,
Kepler-333 b,Kepler-333,12.551158,
Kepler-333 c,Kepler-333,24.08821,
Kepler-334 b,Kepler-334,5.470319,
Kepler-334 c,Kepler-334,12.758005,
Kepler-334 d,Kepler-334,25.09849,
Kepler-335 b,Kepler-335,6.562331,
Kepler-335 c,Kepler-335,67.844469,
Kepler-336 b,Kepler-336,2.024823,
Kepler-336 c,Kepler-336,9.600001,
Kepler-336 d,Kepler-336,20.678772,
Kepler-337 b,Kepler-337,3.292781,
Kepler-337 c,Kepler-337,9.693201,
Kepler-338 b,Kepler-338,13.726976,
Kepler-338 c,Kepler-338,24.310856,
Kepler-338 d,Kepler-338,44.431014,
Kepler-338 e,Kepler-338,9.341,
Kepler-339 b,Kepler-339,4.977656,
Kepler-339 c,Kepler-339,6.988055,
Kepler-339 d,Kepler-339,10.558345,
Kepler-34 b,Kepler-34,288.822,
Kepler-340 b,Kepler-340,14.844387,
Kepler-340 c,Kepler-340,22.824669,
Kepler-341 b,Kepler-341,5.195528,
Kepler-341 c,Kepler-341,8.01041,
Kepler-341 d,Kepler-341,27.666313,
Kepler-341 e,Kepler-341,42.473269,
Kepler-342 b,Kepler-342,15.170318,
Kepler-342 c,Kepler-342,26.234138,
Kepler-342 d,Kepler-342,39.459357,
Kepler-342 e,Kepler-342,1.64422461,
Kepler-343 b,Kepler-343,8.96855,
Kepler-343 c,Kepler-343,23.22182,
Kepler-344 b,Kepler-344,21.963945,
Kepler-344 c,Kepler-344,125.596809,
Kepler-345 b,Kepler-345,7.415563,
Kepler-345 c,Kepler-345,9.387427,
Kepler-346 b,Kepler-346,6.511127,
Kepler-346 c,Kepler-346,23.851549,
Kepler-347 b,Kepler-347,12.79836,
Kepler-347 c,Kepler-347,27.320871,
Kepler-347 d,Kepler-347,85.517344,
Kepler-348 b,Kepler-348,7.05677,
Kepler-348 c,Kepler-348,17.265427,
Kepler-349 b,Kepler-349,5.929778,
Kepler-349 c,Kepler-349,12.247629,
Kepler-35 b,Kepler-35,131.458,
Kepler-350 b,Kepler-350,11.189562,
Kepler-350 c,Kepler-350,17.849,
Kepler-350 d,Kepler-350,26.136,
Kepler-351 b,Kepler-351,37.054919,
Kepler-351 c,Kepler-351,57.24809,
Kepler-351 d,Kepler-351,142.544247,
Kepler-352 b,Kepler-352,10.05537,
Kepler-352 c,Kepler-352,16.332995,
Kepler-352 d,Kepler-352,6.88727999,
Kepler-353 b,Kepler-353,5.795278,
Kepler-353 c,Kepler-353,8.410894,
Kepler-354 b,Kepler-354,5.47666,
Kepler-354 c,Kepler-354,16.934402,
Kepler-354 d,Kepler-354,24.209842,
Kepler-355 b,Kepler-355,11.03189,
Kepler-355 c,Kepler-355,25.762294,
Kepler-356 b,Kepler-356,4.612696,
Kepler-356 c,Kepler-356,13.121632,
Kepler-357 b,Kepler-357,6.475434,
Kepler-357 c,Kepler-357,16.85837,
Kepler-357 d,Kepler-357,49.499875,
Kepler-358 b,Kepler-358,34.060467,
Kepler-358 c,Kepler-358,83.488369,
Kepler-359 b,Kepler-359,25.563222,
Kepler-359 c,Kepler-359,57.68802,
Kepler-359 d,Kepler-359,77.095691,
Kepler-36 b,Kepler-36,13.86825,
Kepler-36 c,Kepler-36,16.21865,
Kepler-360 b,Kepler-360,3.289672,
Kepler-360 c,Kepler-360,7.186434,
Kepler-361 b,Kepler-361,8.486616,
Kepler-361 c,Kepler-361,55.188023,
Kepler-362 b,Kepler-362,10.327186,
Kepler-362 c,Kepler-362,37.866281,
Kepler-363 b,Kepler-363,3.614568,
Kepler-363 c,Kepler-363,7.542427,
Kepler-363 d,Kepler-363,11.932125,
Kepler-364 b,Kepler-364,25.745718,
Kepler-364 c,Kepler-364,59.980627,
Kepler-365 b,Kepler-365,10.664903,
Kepler-365 c,Kepler-365,17.784129,
Kepler-366 b,Kepler-366,3.281959,
Kepler-366 c,Kepler-366,12.51616,
Kepler-367 b,Kepler-367,37.815724,
Kepler-367 c,Kepler-367,53.578637,
Kepler-368 b,Kepler-368,26.84768,
Kepler-368 c,Kepler-368,72.379334,
Kepler-369 b,Kepler-369,2.732756,
Kepler-369 c,Kepler-369,14.871572,
Kepler-37 b,Kepler-37,13.36702,
Kepler-37 c,Kepler-37,21.301848,
Kepler-37 d,Kepler-37,39.7922622,
Kepler-37 e,Kepler-37,51.196,
Kepler-370 b,Kepler-370,4.57953,
Kepler-370 c,Kepler-370,19.02293,
Kepler-371 b,Kepler-371,34.763278,
Kepler-371 c,Kepler-371,67.968015,
Kepler-372 b,Kepler-372,6.849692,
Kepler-372 c,Kepler-372,20.053763,
Kepler-372 d,Kepler-372,30.092568,
Kepler-373 b,Kepler-373,5.535309,
Kepler-373 c,Kepler-373,16.725948,
Kepler-374 b,Kepler-374,1.897806,
Kepler-374 c,Kepler-374,3.282807,
Kepler-374 d,Kepler-374,5.028219,
Kepler-375 b,Kepler-375,12.125934,
Kepler-375 c,Kepler-375,19.986326,
Kepler-376 b,Kepler-376,4.920199,
Kepler-376 c,Kepler-376,14.172327,
Kepler-377 b,Kepler-377,12.509529,
Kepler-377 c,Kepler-377,27.014976,
Kepler-378 b,Kepler-378,16.092361,
Kepler-378 c,Kepler-378,28.906009,
Kepler-379 b,Kepler-379,20.09838,
Kepler-379 c,Kepler-379,62.784697,
Kepler-38 b,Kepler-38,105.599,
Kepler-380 b,Kepler-380,3.930821,
Kepler-380 c,Kepler-380,7.630004,
Kepler-381 b,Kepler-381,5.629021,
Kepler-381 c,Kepler-381,13.391635,
Kepler-381 d,Kepler-381,8.25629997,
Kepler-382 b,Kepler-382,5.262155,
Kepler-382 c,Kepler-382,12.162701,
Kepler-383 b,Kepler-383,12.904532,
Kepler-383 c,Kepler-383,31.200751,
Kepler-384 b,Kepler-384,22.597053,
Kepler-384 c,Kepler-384,45.348269,
Kepler-385 b,Kepler-385,10.043686,
Kepler-385 c,Kepler-385,15.163161,
Kepler-385 d,Kepler-385,56.4159,
Kepler-386 b,Kepler-386,12.31043,
Kepler-386 c,Kepler-386,25.193458,
Kepler-387 b,Kepler-387,6.791636,
Kepler-387 c,Kepler-387,11.837549,
Kepler-388 b,Kepler-388,3.173315,
Kepler-388 c,Kepler-388,13.297004,
Kepler-389 b,Kepler-389,3.244107,
Kepler-389 c,Kepler-389,14.51143,
Kepler-39 b,Kepler-39,21.08721,
Kepler-390 b,Kepler-390,6.738088,
Kepler-390 c,Kepler-390,13.060022,
Kepler-391 b,Kepler-391,7.416755,
Kepler-391 c,Kepler-391,20.485435,
Kepler-392 b,Kepler-392,5.341853,
Kepler-392 c,Kepler-392,10.423118,
Kepler-393 b,Kepler-393,9.182417,
Kepler-393 c,Kepler-393,14.613612,
Kepler-394 b,Kepler-394,8.005013,
Kepler-394 c,Kepler-394,12.130686,
Kepler-394 d,Kepler-394,5.61358023,
Kepler-395 b,Kepler-395,7.054346,
Kepler-395 c,Kepler-395,34.989262,
Kepler-396 b,Kepler-396,42.994,
Kepler-396 c,Kepler-396,88.505,
Kepler-397 b,Kepler-397,22.250949,
Kepler-397 c,Kepler-397,135.498527,
Kepler-398 b,Kepler-398,4.081423,
Kepler-398 c,Kepler-398,11.419412,
Kepler-398 d,Kepler-398,6.83437001,
Kepler-399 b,Kepler-399,14.425281,
Kepler-399 c,Kepler-399,26.67569,
Kepler-399 d,Kepler-399,58.034616,
Kepler-4 b,Kepler-4,3.21346,
Kepler-40 b,Kepler-40,6.87349,
Kepler-400 b,Kepler-400,9.024389,
Kepler-400 c,Kepler-400,17.340824,
Kepler-401 b,Kepler-401,14.383035,
Kepler-401 c,Kepler-401,47.318218,
Kepler-401 d,Kepler-401,184.256405,
Kepler-402 b,Kepler-402,4.028751,
Kepler-402 c,Kepler-402,6.124821,
Kepler-402 d,Kepler-402,8.921099,
Kepler-402 e,Kepler-402,11.242861,
Kepler-403 b,Kepler-403,7.031462,
Kepler-403 c,Kepler-403,54.280749,
Kepler-403 d,Kepler-403,13.61159129,
Kepler-404 b,Kepler-404,11.829851,
Kepler-404 c,Kepler-404,14.751166,
Kepler-405 b,Kepler-405,10.613839,
Kepler-405 c,Kepler-405,29.726682,
Kepler-406 b,Kepler-406,2.42629,
Kepler-406 c,Kepler-406,4.62332,
Kepler-407 b,Kepler-407,0.66931,
Kepler-407 c,Kepler-407,3000,
Kepler-408 b,Kepler-408,2.46502,
Kepler-409 b,Kepler-409,68.9583216,
Kepler-41 b,Kepler-41,1.8555582,
Kepler-410 A b,Kepler-410,17.833648,
Kepler-411 b,Kepler-411,3.005156,
Kepler-411 c,Kepler-411,7.834435,
Kepler-411 d,Kepler-411,58.02035,
Kepler-411 e,Kepler-411,31.509728,
Kepler-412 b,Kepler-412,1.7208604,
Kepler-413 b,Kepler-413,66.262,
Kepler-414 b,Kepler-414,4.7,
Kepler-414 c,Kepler-414,7.171,
Kepler-415 b,Kepler-415,4.176,
Kepler-415 c,Kepler-415,8.708,
Kepler-416 b,Kepler-416,6.319,
Kepler-416 c,Kepler-416,12.209,
Kepler-416 d,Kepler-416,3.07644709,
Kepler-417 b,Kepler-417,12.331,
Kepler-417 c,Kepler-417,15.943,
Kepler-418 b,Kepler-418,86.67856,
Kepler-418 c,Kepler-418,12.21829987,
Kepler-419 b,Kepler-419,69.7546,
Kepler-419 c,Kepler-419,675.47,
Kepler-42 b,Kepler-42,1.2137672,
Kepler-42 c,Kepler-42,0.45328509,
Kepler-42 d,Kepler-42,1.865169,
Kepler-421 b,Kepler-421,704.1984,
Kepler-422 b,Kepler-422,7.8914483,
Kepler-423 b,Kepler-423,2.6843285,
Kepler-424 b,Kepler-424,3.3118644,
Kepler-424 c,Kepler-424,223.3,
Kepler-425 b,Kepler-425,3.79701816,
Kepler-426 b,Kepler-426,3.21751883,
Kepler-427 b,Kepler-427,10.290994,
Kepler-428 b,Kepler-428,3.52563254,
Kepler-43 b,Kepler-43,3.0240949,
Kepler-430 b,Kepler-430,35.968,
Kepler-430 c,Kepler-430,110.979,
Kepler-431 b,Kepler-431,6.803,
Kepler-431 c,Kepler-431,8.703,
Kepler-431 d,Kepler-431,11.922,
Kepler-432 b,Kepler-432,52.501129,
Kepler-432 c,Kepler-432,406.2,
Kepler-433 b,Kepler-433,5.33408384,
Kepler-434 b,Kepler-434,12.8747099,
Kepler-435 b,Kepler-435,8.6001536,
Kepler-436 b,Kepler-436,64.00205,
Kepler-436 c,Kepler-436,16.79713874,
Kepler-437 b,Kepler-437,66.65062,
Kepler-438 b,Kepler-438,35.23319,
Kepler-439 b,Kepler-439,178.1396,
Kepler-44 b,Kepler-44,3.2467293,
Kepler-440 b,Kepler-440,101.11141,
Kepler-441 b,Kepler-441,207.2482,
Kepler-442 b,Kepler-442,112.3053,
Kepler-443 b,Kepler-443,177.6693,
Kepler-444 b,Kepler-444,3.6001053,
Kepler-444 c,Kepler-444,4.5458841,
Kepler-444 d,Kepler-444,6.189392,
Kepler-444 e,Kepler-444,7.743493,
Kepler-444 f,Kepler-444,9.740486,
Kepler-445 b,Kepler-445,2.984151,
Kepler-445 c,Kepler-445,4.871229,
Kepler-445 d,Kepler-445,8.15275,
Kepler-446 b,Kepler-446,1.565409,
Kepler-446 c,Kepler-446,3.036179,
Kepler-446 d,Kepler-446,5.148921,
Kepler-447 b,Kepler-447,7.79430132,
Kepler-448 c,KOI-12,2500,
Kepler-449 b,Kepler-449,12.58242,
Kepler-449 c,Kepler-449,33.6727,
Kepler-45 b,Kepler-45,2.455239,
Kepler-450 b,Kepler-450,28.454851,
Kepler-450 c,Kepler-450,15.413135,
Kepler-450 d,Kepler-450,7.51464,
Kepler-451 c,2MASS J19383260+4603591,1460,
Kepler-451 d,2MASS J19383260+4603591,43,
Kepler-452 b,Kepler-452,384.843,
Kepler-453 b,Kepler-453,240.503,
Kepler-454 b,Kepler-454,10.5737534,
Kepler-454 c,Kepler-454,524.19,
Kepler-454 d,Kepler-454,4073,
Kepler-457 d,KOI-7892,10.6906004,
Kepler-458 c,KIC 9663113,20.74028413,
Kepler-46 b,Kepler-46,33.60134,
Kepler-46 c,Kepler-46,57.011,
Kepler-46 d,Kepler-46,6.766589,
Kepler-460 c,KIC 5437945,220.1303357,
Kepler-461 b,Kepler-461,8.31378306,
Kepler-462 b,Kepler-462,84.6866,
Kepler-462 c,Kepler-462,207.62,
Kepler-463 b,Kepler-463,8.98101683,
Kepler-464 b,Kepler-464,7.25696522,
Kepler-465 b,Kepler-465,9.94067247,
Kepler-466 b,Kepler-466,51.07926307,
Kepler-466 c,Kepler-466,3.70921385,
Kepler-467 b,Kepler-467,24.99324193,
Kepler-468 b,Kepler-468,38.47875707,
Kepler-47 b,Kepler-47,49.4643,
Kepler-47 c,Kepler-47,303.227,
Kepler-47 d,Kepler-47,187.366,
Kepler-471 b,Kepler-471,5.01423457,
Kepler-472 b,Kepler-472,4.17625551,
Kepler-473 b,Kepler-473,14.55731705,
Kepler-474 b,Kepler-474,5.66067294,
Kepler-475 b,Kepler-475,3.10550819,
Kepler-476 b,Kepler-476,14.00640607,
Kepler-477 b,Kepler-477,11.11990653,
Kepler-478 b,Kepler-478,13.2217576,
Kepler-479 b,Kepler-479,12.49341307,
Kepler-48 b,Kepler-48,4.778,
Kepler-48 c,Kepler-48,9.67395,
Kepler-48 d,Kepler-48,42.8961,
Kepler-48 e,Kepler-48,982,
Kepler-48 f,Kepler-48,5219.681854,
Kepler-480 b,Kepler-480,4.9195838,
Kepler-481 b,Kepler-481,10.06082567,
Kepler-482 b,Kepler-482,56.35418576,
Kepler-483 b,Kepler-483,30.229104,
Kepler-484 b,Kepler-484,10.04556931,
Kepler-485 b,Kepler-485,3.2432598,
Kepler-487 b,Kepler-487,15.3587684,
Kepler-487 c,Kepler-487,38.6519976,
Kepler-487 d,Kepler-487,2.41839004,
Kepler-489 b,Kepler-489,17.27629612,
Kepler-49 b,Kepler-49,7.2,
Kepler-49 c,Kepler-49,10.91,
Kepler-49 d,Kepler-49,2.576549,
Kepler-49 e,Kepler-49,18.596108,
Kepler-490 b,Kepler-490,3.26869515,
Kepler-491 b,Kepler-491,4.22538451,
Kepler-493 b,Kepler-493,3.00387658,
Kepler-495 b,Kepler-495,3.41303622,
Kepler-495 c,Kepler-495,5.89660978,
Kepler-496 b,Kepler-496,8.30864937,
Kepler-497 b,Kepler-497,3.57320367,
Kepler-498 b,Kepler-498,9.61375356,
Kepler-499 b,Kepler-499,5.63252845,
Kepler-5 b,Kepler-5,3.5484657,
Kepler-50 b,Kepler-50,7.81254,
Kepler-50 c,Kepler-50,9.37647,
Kepler-500 b,Kepler-500,8.5083244,
Kepler-501 b,Kepler-501,5.64067757,
Kepler-501 c,Kepler-501,3.62276006,
Kepler-502 b,Kepler-502,4.28686431,
Kepler-504 b,Kepler-504,9.54927542,
Kepler-505 b,Kepler-505,27.52197994,
Kepler-506 b,Kepler-506,6.8834055,
Kepler-507 b,Kepler-507,3.56809693,
Kepler-508 b,Kepler-508,25.30889748,
Kepler-509 b,Kepler-509,41.74600392,
Kepler-51 b,Kepler-51,45.154,
Kepler-51 c,Kepler-51,85.312,
Kepler-51 d,Kepler-51,130.194,
Kepler-51 e,Kepler-51,264.284,
Kepler-510 b,Kepler-510,19.55659418,
Kepler-511 b,Kepler-511,296.637865,
Kepler-511 c,Kepler-511,26.62949944,
Kepler-512 b,Kepler-512,34.43587975,
Kepler-513 b,Kepler-513,28.86235584,
Kepler-514 b,Kepler-514,5.65179605,
Kepler-515 b,Kepler-515,19.96371318,
Kepler-516 b,Kepler-516,24.85462415,
Kepler-517 b,Kepler-517,60.92832271,
Kepler-518 b,Kepler-518,8.51203588,
Kepler-519 b,Kepler-519,24.3078946,
Kepler-52 b,Kepler-52,7.8773565,
Kepler-52 c,Kepler-52,16.3850021,
Kepler-52 d,Kepler-52,36.445171,
Kepler-520 b,Kepler-520,19.67416124,
Kepler-520 c,Kepler-520,5.21104261,
Kepler-521 b,Kepler-521,22.20813214,
Kepler-522 b,Kepler-522,38.58422849,
Kepler-523 b,Kepler-523,5.83598311,
Kepler-524 b,Kepler-524,7.97419807,
Kepler-524 c,Kepler-524,1.88897906,
Kepler-525 b,Kepler-525,18.68404933,
Kepler-526 b,Kepler-526,5.45849832,
Kepler-527 b,Kepler-527,13.28535633,
Kepler-528 b,Kepler-528,19.78297415,
Kepler-529 b,Kepler-529,1.98035766,
Kepler-529 c,Kepler-529,12.8345022,
Kepler-529 d,Kepler-529,35.86619949,
Kepler-53 b,Kepler-53,18.6489525,
Kepler-53 c,Kepler-53,38.5583038,
Kepler-53 d,Kepler-53,9.751962,
Kepler-530 b,Kepler-530,39.30941904,
Kepler-531 b,Kepler-531,29.88485741,
Kepler-532 b,Kepler-532,12.92491623,
Kepler-533 b,Kepler-533,28.51120525,
Kepler-534 b,Kepler-534,15.95994513,
Kepler-534 c,Kepler-534,7.37868977,
Kepler-535 b,Kepler-535,4.90332155,
Kepler-536 b,Kepler-536,1.8270823,
Kepler-537 b,Kepler-537,3.24755522,
Kepler-538 b,Kepler-538,81.73778,
Kepler-539 b,Kepler-539,125.63243,
Kepler-539 c,Kepler-539,1000,
Kepler-54 b,Kepler-54,8.0109434,
Kepler-54 c,Kepler-54,12.0717249,
Kepler-54 d,Kepler-54,20.995694,
Kepler-540 b,Kepler-540,172.7049784,
Kepler-541 b,Kepler-541,5.08005848,
Kepler-542 b,Kepler-542,13.14497566,
Kepler-543 b,Kepler-543,13.89961966,
Kepler-544 b,Kepler-544,21.41616926,
Kepler-545 b,Kepler-545,13.24934059,
Kepler-546 b,Kepler-546,4.14702026,
Kepler-547 b,Kepler-547,6.01038429,
Kepler-548 b,Kepler-548,4.45419434,
Kepler-549 b,Kepler-549,42.9495649,
Kepler-549 c,Kepler-549,117.040498,
Kepler-549 d,Kepler-549,24.61480613,
Kepler-55 b,Kepler-55,27.9481449,
Kepler-55 c,Kepler-55,42.1516418,
Kepler-55 d,Kepler-55,2.211099,
Kepler-55 e,Kepler-55,4.617534,
Kepler-55 f,Kepler-55,10.198545,
Kepler-550 b,Kepler-550,8.60010411,
Kepler-551 b,Kepler-551,12.3764661,
Kepler-552 b,Kepler-552,5.26341576,
Kepler-553 b,Kepler-553,4.030467,
Kepler-553 c,Kepler-553,328.24017,
Kepler-554 b,Kepler-554,1.90220856,
Kepler-555 b,Kepler-555,16.21775407,
Kepler-556 b,Kepler-556,11.72292176,
Kepler-557 b,Kepler-557,3.70598955,
Kepler-558 b,Kepler-558,29.00790538,
Kepler-559 b,Kepler-559,17.58752333,
Kepler-56 b,Kepler-56,10.5016,
Kepler-56 c,Kepler-56,21.40239,
Kepler-56 d,Kepler-56,1002,
Kepler-560 b,Kepler-560,18.47764449,
Kepler-561 b,Kepler-561,58.3620495,
Kepler-561 c,Kepler-561,5.35016198,
Kepler-562 b,Kepler-562,18.00931444,
Kepler-563 b,Kepler-563,22.18432708,
Kepler-564 b,Kepler-564,3.75083228,
Kepler-565 b,Kepler-565,4.24374723,
Kepler-566 b,Kepler-566,18.42794624,
Kepler-567 b,Kepler-567,16.54297375,
Kepler-568 b,Kepler-568,11.02347475,
Kepler-569 b,Kepler-569,34.18890521,
Kepler-57 b,Kepler-57,5.72,
Kepler-57 c,Kepler-57,11.6,
Kepler-570 b,Kepler-570,4.301662,
Kepler-571 b,Kepler-571,4.79859939,
Kepler-572 b,Kepler-572,17.20523483,
Kepler-573 b,Kepler-573,22.18329658,
Kepler-574 b,Kepler-574,7.65880414,
Kepler-575 b,Kepler-575,9.37891944,
Kepler-576 b,Kepler-576,29.91136794,
Kepler-577 b,Kepler-577,25.69578251,
Kepler-578 b,Kepler-578,1.6168837,
Kepler-579 b,Kepler-579,9.66857723,
Kepler-58 b,Kepler-58,10.2184954,
Kepler-58 c,Kepler-58,15.5741568,
Kepler-58 d,Kepler-58,40.101371,
Kepler-58 e,Kepler-58,4.45814897,
Kepler-580 b,Kepler-580,8.22241966,
Kepler-581 b,Kepler-581,40.6069821,
Kepler-582 b,Kepler-582,18.49235668,
Kepler-583 b,Kepler-583,6.5100253,
Kepler-584 b,Kepler-584,35.1810304,
Kepler-585 b,Kepler-585,2.75235975,
Kepler-586 b,Kepler-586,2.10472218,
Kepler-587 b,Kepler-587,10.94027841,
Kepler-588 b,Kepler-588,4.22162536,
Kepler-589 b,Kepler-589,16.54964934,
Kepler-589 c,Kepler-589,3.52466011,
Kepler-59 b,Kepler-59,11.8681707,
Kepler-59 c,Kepler-59,17.9801235,
Kepler-590 b,Kepler-590,5.85296257,
Kepler-591 b,Kepler-591,81.1694299,
Kepler-592 b,Kepler-592,2.82019241,
Kepler-593 b,Kepler-593,21.21708973,
Kepler-594 b,Kepler-594,13.64618192,
Kepler-595 b,Kepler-595,25.3029092,
Kepler-595 c,Kepler-595,12.38602,
Kepler-596 b,Kepler-596,21.30022655,
Kepler-597 b,Kepler-597,13.02365861,
Kepler-598 b,Kepler-598,3.70175428,
Kepler-598 c,Kepler-598,86.4945,
Kepler-599 b,Kepler-599,15.65562652,
Kepler-6 b,Kepler-6,3.2346996,
Kepler-60 b,Kepler-60,7.1334,
Kepler-60 c,Kepler-60,8.9187,
Kepler-60 d,Kepler-60,11.8981,
Kepler-600 b,Kepler-600,23.67517607,
Kepler-601 b,Kepler-601,5.37886844,
Kepler-602 b,Kepler-602,15.28469497,
Kepler-603 b,Kepler-603,21.05358596,
Kepler-603 c,Kepler-603,127.9075774,
Kepler-603 d,Kepler-603,6.2171292,
Kepler-604 b,Kepler-604,25.85501786,
Kepler-605 b,Kepler-605,3.38353807,
Kepler-605 c,Kepler-605,2.35895152,
Kepler-606 b,Kepler-606,24.31575992,
Kepler-607 b,Kepler-607,0.6381632,
Kepler-607 c,Kepler-607,39.67679977,
Kepler-608 b,Kepler-608,6.41251504,
Kepler-609 b,Kepler-609,6.52121067,
Kepler-61 b,Kepler-61,59.87756,
Kepler-610 b,Kepler-610,6.99692655,
Kepler-610 c,Kepler-610,151.86392,
Kepler-611 b,Kepler-611,2.4370333,
Kepler-612 b,Kepler-612,3.72215641,
Kepler-613 b,Kepler-613,15.77979614,
Kepler-614 b,Kepler-614,14.03491514,
Kepler-615 b,Kepler-615,10.35584657,
Kepler-616 b,Kepler-616,9.99761851,
Kepler-616 c,Kepler-616,90.4113556,
Kepler-616 d,Kepler-616,51.06740189,
Kepler-617 b,Kepler-617,1.68269615,
Kepler-618 b,Kepler-618,3.59576964,
Kepler-619 b,Kepler-619,5.4042722,
