Planet Name,Planet Radius [Earth Radius],Duration of a day (hours),Planetary Type,Has Biosphere,Discovery Year,Star Name
HIP 66074 b,12.9,43.53,Gas Giant,1,2023,HIP 66074
HIP 67522 b,9.987,28.36,Gas Giant,0,2020,HIP 67522
HIP 67522 c,7.936,60.19,Dwarf Planet,1,2024,HIP 67522
HIP 67537 b,12.3,75.32,Ice Giant,1,2017,HIP 67537
HIP 67851 b,13.5,110.12,Chthonian Planet,1,2015,HIP 67851
HIP 67851 c,12.7,118.21,Dwarf Planet,0,2015,HIP 67851
HIP 70849 b,12.9,81.46,Ice Giant,1,2009,HIP 70849
HIP 71135 b,4.55,97.38,Gas Giant,1,2019,HIP 71135
HIP 74890 b,13.3,7.58,Gas Giant,0,2016,HIP 74890
HIP 75092 b,13.5,112.03,Proto Planet,1,2021,HIP 75092
HIP 77900 b,12.1,21.09,Dwarf Planet,1,2024,HIP 77900
HIP 78530 b,12,49.57,Gas Giant,0,2010,HIP 78530
HIP 79098 AB b,12.1,34.75,Proto Planet,0,2019,HIP 79098
HIP 79431 b,13.4,117.85,Dwarf Planet,1,2009,HIP 79431
HIP 81208 C b,12.3,58.19,Dwarf Planet,0,2023,HIP 81208
HIP 8152 b,2.536,114.43,Chthonian Planet,0,2023,HIP 8152
HIP 8152 c,2.524,91.29,Gas Giant,0,2023,HIP 8152
HIP 8541 b,12.6,66.86,Dwarf Planet,0,2016,HIP 8541
HIP 86221 b,14,95.79,Gas Giant,0,2021,HIP 86221
HIP 90988 b,13.4,63.27,Ice Giant,1,2021,HIP 90988
HIP 91258 b,13.7,13.19,Proto Planet,0,2013,HIP 91258
HIP 94235 b,3,24.77,Chthonian Planet,0,2022,HIP 94235
HIP 948 b,12.1,38.39,Ice Giant,1,2022,HIP 948
HIP 9618 b,3.828,69.85,Chthonian Planet,0,2023,HIP 9618
HIP 9618 c,3.429,80.97,Ice Giant,1,2023,HIP 9618
HIP 97166 b,2.48,112.64,Gas Giant,1,2021,HIP 97166
HIP 97166 c,2.75,118.02,Gas Giant,0,2021,HIP 97166
HIP 97233 b,12.1,88.61,Ice Giant,1,2014,HIP 97233
HIP 99770 b,12.2,29.68,Garden World,1,2023,HIP 99770
HN Lib b,2.2,118.43,Chthonian Planet,1,2023,HN Lib
HN Peg b,11.777,84.43,Gas Giant,0,2006,HN Peg
HR 2562 b,12.442,70.41,Proto Planet,0,2016,HR 2562
HR 5183 b,13.1,107.58,Proto Planet,1,2019,HR 5183
HR 810 b,12.7,35.12,Gas Giant,0,1999,HR 810
HR 858 b,2.085,79.98,Ice Giant,0,2019,HR 858
HR 858 c,1.939,35.58,Garden World,0,2019,HR 858
HR 858 d,2.164,9.88,Proto Planet,1,2019,HR 858
HR 8799 b,13,19.14,Chthonian Planet,1,2008,HR 8799
HR 8799 c,13,13.3,Chthonian Planet,0,2008,HR 8799
HR 8799 d,13,32.32,Proto Planet,0,2008,HR 8799
HR 8799 e,13.115,68.55,Ice Giant,0,2010,HR 8799
HS Psc b,13.6,8.8,Gas Giant,1,2024,HS Psc
HU Aqr AB b,12.8,20.28,Proto Planet,0,2011,HU Aqr
HU Aqr AB c,12.9,113.83,Ice Giant,0,2011,HU Aqr
IC 4651 9122 b,12.7,71.96,Gas Giant,1,2018,IC 4651 9122
IRAS 04125+2902 b,10.738,8.42,Dwarf Planet,1,2024,TOI-6963
ITG 15 b,12.1,108.86,Dwarf Planet,0,2024,ITG 15
K2-10 b,3.84,19.82,Chthonian Planet,0,2015,K2-10
K2-100 b,3.88,73.02,Ice Giant,1,2016,K2-100
K2-101 b,2,49.55,Dwarf Planet,0,2016,K2-101
K2-102 b,1.3,93.37,Chthonian Planet,1,2016,K2-102
K2-104 b,1.79,63.26,Gas Giant,0,2016,K2-104
K2-105 b,3.59,44.88,Gas Giant,0,2017,K2-105
K2-107 b,15.98,95.29,Chthonian Planet,1,2017,K2-107
K2-108 b,5.33,8.71,Ice Giant,0,2017,K2-108
K2-11 b,7.55,33.43,Chthonian Planet,0,2015,K2-11
K2-110 b,2.592,81.18,Proto Planet,1,2017,K2-110
K2-111 b,1.82,115.92,Gas Giant,0,2017,K2-111
K2-111 c,3.33,52.66,Ice Giant,1,2020,K2-111
K2-113 b,12.14,14.38,Chthonian Planet,1,2017,K2-113
K2-114 b,10.592,18.22,Chthonian Planet,1,2017,K2-114
K2-115 b,11.803,120.99,Gas Giant,1,2017,K2-115
K2-116 b,0.69,110.3,Ice Giant,0,2017,K2-116
K2-117 b,2.03,79.2,Dwarf Planet,0,2017,K2-117
K2-117 c,2.06,50.26,Gas Giant,0,2017,K2-117
K2-118 b,2.54,37.84,Dwarf Planet,0,2017,K2-118
K2-119 b,2.53,7.07,Chthonian Planet,1,2017,K2-119
K2-12 b,2.44,102.75,Ice Giant,0,2015,K2-12
K2-121 b,7.52,103.01,Dwarf Planet,0,2017,K2-121
K2-122 b,1.16,116.02,Ice Giant,1,2017,K2-122
K2-123 b,2.76,27.48,Proto Planet,0,2017,K2-123
K2-124 b,2.9,9.48,Ice Giant,0,2017,K2-124
K2-125 b,2.18,3.3,Dwarf Planet,1,2017,K2-125
K2-126 b,1.97,4.44,Garden World,1,2017,K2-126
K2-127 b,8.37,0.58,Gas Giant,0,2017,K2-127
K2-128 b,1.42,106.49,Ice Giant,0,2017,K2-128
K2-129 b,1.04,54.02,Proto Planet,0,2017,K2-129
K2-13 b,1.89,85.26,Garden World,0,2015,K2-13
K2-130 b,1.25,73.86,Ice Giant,0,2017,K2-130
K2-131 b,1.69,86.31,Dwarf Planet,1,2017,K2-131
K2-132 b,14.572,51.5,Garden World,0,2017,K2-132
K2-133 b,1.34,56.53,Dwarf Planet,0,2017,K2-133
K2-133 c,1.603,31.39,Garden World,1,2017,K2-133
K2-133 d,2.003,103.32,Gas Giant,1,2017,K2-133
K2-133 e,1.73,27.97,Gas Giant,1,2019,K2-133
K2-136 b,1.014,3.47,Gas Giant,0,2017,K2-136
K2-136 c,3,96.75,Gas Giant,1,2017,K2-136
K2-136 d,1.565,85.76,Gas Giant,0,2017,K2-136
K2-137 b,0.64,109.84,Garden World,1,2017,K2-137
K2-138 b,1.51,3.76,Garden World,1,2017,K2-138
K2-138 c,2.299,90.82,Gas Giant,1,2017,K2-138
K2-138 d,2.39,26.3,Chthonian Planet,1,2017,K2-138
K2-138 e,3.39,72.22,Ice Giant,1,2017,K2-138
K2-138 f,2.904,56.56,Chthonian Planet,1,2017,K2-138
K2-138 g,3.013,112.15,Chthonian Planet,1,2021,K2-138
K2-139 b,9.11,106.07,Proto Planet,1,2017,K2-139
K2-14 b,4.81,98.7,Proto Planet,1,2015,K2-14
K2-140 b,13.563,73.49,Chthonian Planet,1,2017,K2-140
K2-141 b,1.51,93.76,Proto Planet,0,2018,K2-141
K2-141 c,7,65.69,Proto Planet,1,2018,K2-141
K2-146 b,2.05,10.65,Garden World,1,2018,K2-146
K2-146 c,2.19,25.25,Ice Giant,1,2019,K2-146
K2-147 b,1.473,24.28,Dwarf Planet,0,2018,K2-147
K2-148 b,1.33,6.76,Ice Giant,1,2018,K2-148
K2-148 c,1.73,116.33,Proto Planet,0,2018,K2-148
K2-148 d,1.64,63.09,Dwarf Planet,0,2018,K2-148
K2-149 b,1.64,16.89,Proto Planet,0,2018,K2-149
K2-15 b,2.48,47.1,Ice Giant,0,2015,K2-15
K2-150 b,2,78.27,Gas Giant,1,2018,K2-150
K2-151 b,1.49,44.76,Chthonian Planet,1,2018,K2-151
K2-152 b,2.29,18.14,Chthonian Planet,1,2018,K2-152
K2-153 b,2,92.52,Proto Planet,0,2018,K2-153
K2-154 b,1.99,6.56,Garden World,0,2018,K2-154
K2-154 c,2.07,118.46,Gas Giant,1,2018,K2-154
K2-155 b,1.8,113.05,Gas Giant,0,2018,K2-155
K2-155 c,2.6,83.67,Proto Planet,1,2018,K2-155
K2-155 d,1.9,121.28,Gas Giant,1,2018,K2-155
K2-156 b,1.1,22.61,Gas Giant,1,2018,K2-156
K2-157 b,1,55.31,Garden World,1,2018,K2-157
K2-158 b,2.64,95.77,Garden World,0,2018,K2-158
K2-158 c,1.28,88.19,Dwarf Planet,0,2018,K2-158
K2-159 b,2.26,56.82,Proto Planet,0,2018,K2-159
K2-16 b,2.02,60.62,Ice Giant,1,2015,K2-16
K2-16 c,2.54,5.2,Ice Giant,1,2015,K2-16
K2-160 b,3.178,97.37,Garden World,0,2018,K2-160
K2-161 b,6.117,37.75,Dwarf Planet,0,2018,K2-161
K2-162 b,1.44,67.44,Gas Giant,0,2018,K2-162
K2-163 b,2.466,22.18,Proto Planet,0,2018,K2-163
K2-164 b,3.249,30.82,Ice Giant,1,2018,K2-164
K2-165 b,1.274,35.01,Gas Giant,0,2018,K2-165
K2-165 c,1.554,29.49,Proto Planet,0,2018,K2-165
K2-165 d,2.648,14.28,Gas Giant,0,2018,K2-165
K2-166 b,2.19,115.31,Proto Planet,0,2018,K2-166
K2-167 b,2.365,95.83,Proto Planet,0,2018,K2-167
K2-168 b,1.86,42.7,Ice Giant,0,2018,K2-168
K2-169 b,1.273,42.95,Ice Giant,0,2018,K2-169
K2-17 b,2.23,85.53,Proto Planet,1,2015,K2-17
K2-170 b,1.418,30.8,Dwarf Planet,0,2018,K2-170
K2-170 c,1.802,32.17,Dwarf Planet,1,2018,K2-170
K2-171 b,2.687,10.44,Chthonian Planet,1,2018,K2-171
K2-172 b,1.666,95.59,Gas Giant,1,2018,K2-172
K2-172 c,3.206,43.77,Ice Giant,0,2018,K2-172
K2-173 b,1.608,59.87,Proto Planet,0,2018,K2-173
K2-174 b,2.6,40.82,Garden World,0,2018,K2-174
K2-175 b,2.038,32.59,Dwarf Planet,1,2018,K2-175
K2-176 b,1.491,90.92,Gas Giant,0,2018,K2-176
K2-177 b,2.116,47.59,Ice Giant,0,2018,K2-177
K2-178 b,3.558,72.47,Dwarf Planet,1,2018,K2-178
K2-179 b,2.513,115.85,Dwarf Planet,0,2018,K2-179
K2-18 b,2.37,93.33,Gas Giant,0,2015,K2-18
K2-18 c,2.65,40.67,Dwarf Planet,0,2017,K2-18
K2-180 b,2.466,123.3,Dwarf Planet,0,2018,K2-180
K2-181 b,2.836,53.71,Dwarf Planet,0,2018,K2-181
K2-182 b,2.713,67.96,Proto Planet,1,2018,K2-182
K2-183 b,1.1,60.7,Proto Planet,0,2018,K2-183
K2-183 c,2.3,8.08,Dwarf Planet,1,2018,K2-183
K2-183 d,2.3,88.84,Proto Planet,1,2018,K2-183
K2-184 b,1.47,0.61,Chthonian Planet,1,2018,K2-184
K2-185 b,1.15,55.87,Dwarf Planet,0,2018,K2-185
K2-185 c,2.39,29.69,Dwarf Planet,0,2018,K2-185
K2-186 b,3.172,32.6,Dwarf Planet,0,2018,K2-186
K2-187 b,1.2,109.09,Proto Planet,0,2018,K2-187
K2-187 c,1.4,70.66,Ice Giant,0,2018,K2-187
K2-187 d,2.4,45.61,Gas Giant,1,2018,K2-187
K2-187 e,1.9,98.77,Gas Giant,1,2018,K2-187
K2-188 b,1.35,22.68,Ice Giant,1,2018,K2-188
K2-188 c,2.83,7.55,Proto Planet,0,2018,K2-188
K2-189 b,1.52,76.28,Gas Giant,0,2018,K2-189
K2-189 c,2.5,46.17,Gas Giant,0,2018,K2-189
K2-19 b,7,107.49,Proto Planet,0,2015,K2-19
K2-19 c,4.1,2.51,Proto Planet,0,2015,K2-19
K2-19 d,1.11,24.3,Ice Giant,0,2016,K2-19
K2-190 b,1.357,110.5,Chthonian Planet,1,2018,K2-190
K2-190 c,1.093,59.03,Gas Giant,1,2018,K2-190
K2-191 b,1.579,66.4,Proto Planet,1,2018,K2-191
K2-192 b,1.52,95.1,Gas Giant,1,2018,K2-192
K2-193 b,3.95,61.8,Proto Planet,0,2018,K2-193
K2-194 b,3.642,60.08,Ice Giant,0,2018,K2-194
K2-195 b,3.13,49.1,Proto Planet,1,2018,K2-195
K2-195 c,2.576,111.27,Ice Giant,1,2018,K2-195
K2-196 b,3.6,76.35,Ice Giant,0,2018,K2-196
K2-197 b,2.56,78.63,Chthonian Planet,0,2018,K2-197
K2-198 b,4.189,4.16,Ice Giant,0,2018,K2-198
K2-198 c,1.423,107.26,Ice Giant,0,2019,K2-198
K2-198 d,2.438,93.82,Proto Planet,1,2019,K2-198
K2-199 b,1.73,4.35,Dwarf Planet,0,2018,K2-199
K2-199 c,2.85,55.93,Gas Giant,1,2018,K2-199
K2-200 b,1.364,34.58,Proto Planet,0,2018,K2-200
K2-201 b,1.4,4,Ice Giant,0,2018,K2-201
K2-201 c,3.286,109.86,Proto Planet,0,2018,K2-201
K2-2016-BLG-0005L b,13.7,27.78,Garden World,1,2023,K2-2016-BLG-0005L
K2-202 b,2.302,117.15,Proto Planet,1,2018,K2-202
K2-203 b,1.265,80.2,Garden World,1,2018,K2-203
K2-204 b,3.172,17.38,Gas Giant,0,2018,K2-204
K2-205 b,1.996,97.28,Gas Giant,1,2018,K2-205
K2-206 b,2.795,64.37,Dwarf Planet,0,2018,K2-206
K2-207 b,2.606,11.09,Dwarf Planet,1,2018,K2-207
K2-208 b,1.675,13.45,Dwarf Planet,0,2018,K2-208
K2-209 b,0.869,104.61,Dwarf Planet,1,2018,K2-209
K2-21 b,1.84,64.4,Garden World,0,2015,K2-21
K2-21 c,2.49,6.14,Chthonian Planet,1,2015,K2-21
K2-210 b,0.86,106.97,Gas Giant,0,2018,K2-210
K2-211 b,1.332,14.72,Ice Giant,0,2018,K2-211
K2-212 b,2.65,46.89,Gas Giant,0,2018,K2-212
K2-213 b,1.514,101.02,Garden World,0,2018,K2-213
K2-214 b,2.43,61.47,Dwarf Planet,0,2018,K2-214
K2-215 b,2.124,72.68,Ice Giant,0,2018,K2-215
K2-216 b,1.75,88.41,Proto Planet,1,2018,K2-216
K2-217 b,3.579,121.28,Proto Planet,0,2018,K2-217
K2-218 b,2.569,50.76,Chthonian Planet,0,2018,K2-218
K2-219 b,1.348,90.34,Gas Giant,0,2018,K2-219
K2-219 c,1.438,83.96,Gas Giant,1,2018,K2-219
K2-219 d,2.576,4.34,Proto Planet,1,2018,K2-219
K2-22 b,2.3,73.44,Gas Giant,0,2015,K2-22
K2-220 b,2.39,73.01,Dwarf Planet,0,2018,K2-220
K2-221 b,1.679,47.8,Ice Giant,0,2018,K2-221
K2-222 b,2.35,82.09,Chthonian Planet,0,2018,K2-222
K2-223 b,0.89,42.65,Ice Giant,0,2018,K2-223
K2-223 c,1.5,86.36,Ice Giant,0,2018,K2-223
K2-224 b,1.56,21.42,Proto Planet,1,2018,K2-224
K2-224 c,2.41,3.59,Dwarf Planet,0,2018,K2-224
K2-225 b,3.609,106.95,Dwarf Planet,1,2018,K2-225
K2-226 b,1.539,57.1,Ice Giant,0,2018,K2-226
K2-227 b,1.666,16.81,Dwarf Planet,1,2018,K2-227
K2-228 b,1.21,31.63,Garden World,0,2018,K2-228
K2-229 b,1,41.4,Dwarf Planet,0,2018,K2-229
K2-229 c,2.03,48.42,Ice Giant,0,2018,K2-229
K2-230 b,1.96,82.78,Garden World,0,2018,K2-230
K2-231 b,2.5,86.27,Proto Planet,1,2018,K2-231
K2-232 b,11.209,83.72,Garden World,1,2018,K2-232
K2-233 b,1.343,4.62,Garden World,1,2018,K2-233
K2-233 c,1.281,116.37,Gas Giant,0,2018,K2-233
K2-233 d,2.358,92.12,Gas Giant,0,2018,K2-233
K2-237 b,16.062,57.18,Chthonian Planet,0,2018,K2-237
K2-238 b,14.572,22.96,Garden World,1,2018,K2-238
K2-239 b,1.1,71.66,Garden World,1,2018,K2-239
K2-239 c,1,86.43,Gas Giant,0,2018,K2-239
K2-239 d,1.1,64.28,Proto Planet,0,2018,K2-239
K2-24 b,5.4,44.92,Garden World,1,2016,K2-24
K2-24 c,7.5,90.46,Gas Giant,0,2016,K2-24
K2-240 b,2,13.78,Ice Giant,1,2018,K2-240
K2-240 c,1.8,69.48,Gas Giant,1,2018,K2-240
K2-241 b,2.55,64.98,Gas Giant,0,2018,K2-241
K2-242 b,2.54,8.35,Ice Giant,1,2018,K2-242
K2-243 b,2.17,43.31,Gas Giant,1,2018,K2-243
K2-243 c,2.01,24.96,Garden World,0,2018,K2-243
K2-244 b,1.75,101.53,Dwarf Planet,1,2018,K2-244
K2-245 b,4.34,115.97,Proto Planet,1,2018,K2-245
K2-246 b,3.49,85.15,Ice Giant,1,2018,K2-246
K2-247 b,2.12,38.37,Dwarf Planet,1,2018,K2-247
K2-247 c,2.19,28.05,Ice Giant,1,2018,K2-247
K2-248 b,2.57,65.25,Proto Planet,1,2018,K2-248
K2-249 b,2.79,28.07,Dwarf Planet,1,2018,K2-249
K2-25 b,3.44,70.2,Ice Giant,1,2015,K2-25
K2-250 b,2.713,119.8,Dwarf Planet,1,2018,K2-250
K2-251 b,2.35,39.42,Dwarf Planet,0,2018,K2-251
K2-252 b,1.74,64.97,Ice Giant,0,2018,K2-252
K2-253 b,12.67,103.09,Dwarf Planet,1,2018,K2-253
K2-254 b,1.63,82.49,Ice Giant,0,2018,K2-254
K2-254 c,2.19,110.14,Chthonian Planet,0,2018,K2-254
K2-255 b,2.9,116.7,Garden World,1,2018,K2-255
K2-257 b,0.83,62.14,Gas Giant,1,2018,K2-257
K2-258 b,3,32.32,Proto Planet,0,2018,K2-258
K2-259 b,2.32,97.46,Chthonian Planet,1,2018,K2-259
K2-26 b,2.67,79.5,Ice Giant,1,2016,K2-26
K2-260 b,18.416,21.44,Proto Planet,0,2018,K2-260
K2-261 b,9.27,64.64,Proto Planet,1,2018,K2-261
K2-263 b,2.41,69.9,Ice Giant,0,2018,K2-263
K2-264 b,2.231,14.03,Dwarf Planet,0,2018,K2-264
K2-264 c,2.668,114.79,Garden World,0,2018,K2-264
K2-265 b,1.708,108.31,Gas Giant,1,2018,K2-265
K2-266 b,3.3,112.09,Gas Giant,0,2018,K2-266
K2-266 c,0.705,48.36,Ice Giant,0,2018,K2-266
K2-266 d,2.93,120.41,Ice Giant,0,2018,K2-266
K2-266 e,2.73,85.18,Chthonian Planet,1,2018,K2-266
K2-268 b,1.5,27.06,Dwarf Planet,0,2018,K2-268
K2-268 c,2.69,5.55,Chthonian Planet,0,2018,K2-268
K2-268 d,1.49,90.07,Garden World,0,2021,K2-268
K2-268 e,1.33,75.63,Gas Giant,1,2021,K2-268
K2-268 f,2.23,28.11,Proto Planet,0,2021,K2-268
K2-269 b,1.57,23.91,Ice Giant,0,2018,K2-269
K2-27 b,4.48,52.78,Dwarf Planet,0,2016,K2-27
K2-270 b,1.38,45.87,Ice Giant,1,2018,K2-270
K2-270 c,2.95,104.45,Gas Giant,0,2018,K2-270
K2-271 b,7.28,4.6,Chthonian Planet,1,2018,K2-271
K2-272 b,3.13,12.23,Garden World,1,2018,K2-272
K2-273 b,3.05,55.42,Proto Planet,1,2018,K2-273
K2-274 b,2.08,22.16,Dwarf Planet,0,2018,K2-274
K2-275 b,2.34,91.6,Proto Planet,1,2018,K2-275
K2-275 c,2.21,78.06,Proto Planet,1,2018,K2-275
K2-276 b,3.77,65.12,Ice Giant,0,2018,K2-276
K2-277 b,2.186,25.4,Garden World,0,2018,K2-277
K2-278 b,2.98,68.29,Dwarf Planet,0,2018,K2-278
K2-279 b,1.21,94.02,Proto Planet,0,2018,K2-279
K2-28 b,2.32,0.96,Chthonian Planet,0,2016,K2-28
K2-280 b,7.5,116.94,Proto Planet,0,2018,K2-280
K2-281 b,8.18,88.27,Ice Giant,1,2018,K2-281
K2-282 b,2.5,98.33,Ice Giant,1,2018,K2-282
K2-283 b,3.52,92.49,Ice Giant,1,2018,K2-283
K2-284 b,2.78,114.38,Chthonian Planet,1,2018,K2-284
K2-285 b,2.59,33.22,Proto Planet,0,2018,K2-285
K2-285 c,3.53,117.33,Gas Giant,0,2018,K2-285
K2-285 d,2.48,9.95,Proto Planet,0,2018,K2-285
K2-285 e,1.95,64.21,Dwarf Planet,1,2018,K2-285
K2-286 b,2.1,76.35,Proto Planet,1,2018,K2-286
K2-287 b,9.494,68.11,Chthonian Planet,1,2018,K2-287
K2-288 B b,1.9,28.94,Garden World,1,2018,K2-288
K2-289 b,9.1,15.49,Dwarf Planet,0,2019,K2-289
K2-29 b,13.339,71.63,Garden World,1,2016,K2-29
K2-290 b,3.06,122.49,Chthonian Planet,1,2019,K2-290
K2-290 c,11.276,82.98,Chthonian Planet,1,2019,K2-290
K2-291 b,1.589,109.91,Ice Giant,1,2019,K2-291
K2-292 b,2.63,80.58,Gas Giant,0,2019,K2-292
K2-293 b,2.45,10.96,Chthonian Planet,1,2019,K2-293
K2-294 b,1.66,87.61,Ice Giant,1,2019,K2-294
K2-295 b,10.054,29.51,Gas Giant,1,2018,K2-295
K2-3 b,2.078,117.73,Dwarf Planet,1,2015,K2-3
K2-3 c,1.582,74.33,Dwarf Planet,0,2015,K2-3
K2-3 d,1.458,70.91,Ice Giant,0,2015,K2-3
K2-30 b,11.646,63.21,Proto Planet,1,2016,K2-30
K2-308 b,9.916,41.63,Gas Giant,1,2019,K2-308
K2-31 b,11.882,51.25,Proto Planet,1,2016,K2-31
K2-312 c,12.8,69.34,Proto Planet,0,2023,HD 80653
K2-315 b,0.95,73.05,Chthonian Planet,0,2020,K2-315
K2-316 b,1.33,87.21,Proto Planet,1,2020,K2-316
K2-316 c,1.83,89.97,Ice Giant,0,2020,K2-316
K2-317 b,2.93,54.57,Gas Giant,0,2020,K2-317
K2-318 b,1.66,108.15,Dwarf Planet,1,2020,K2-318
K2-319 b,2.79,117.18,Dwarf Planet,1,2020,K2-319
K2-32 b,5.299,24.52,Gas Giant,0,2016,K2-32
K2-32 c,3.134,46.31,Proto Planet,0,2016,K2-32
K2-32 d,3.484,3.24,Ice Giant,0,2016,K2-32
K2-32 e,1.212,86.96,Garden World,1,2019,K2-32
K2-320 b,2.62,67.47,Proto Planet,0,2020,K2-320
K2-321 b,2.051,32.93,Proto Planet,1,2020,K2-321
K2-322 b,1.92,45.69,Chthonian Planet,0,2020,K2-322
K2-323 b,2.1,68.81,Chthonian Planet,1,2020,K2-323
K2-324 b,2.43,107.77,Proto Planet,0,2020,K2-324
K2-325 b,2.2,2.88,Gas Giant,0,2020,K2-325
K2-326 b,2.28,59.47,Ice Giant,1,2020,K2-326
K2-329 b,8.676,110.07,Ice Giant,0,2020,K2-329
K2-33 b,5.04,78.29,Dwarf Planet,1,2016,K2-33
K2-330 b,2.77,94.7,Proto Planet,1,2021,K2-330
K2-331 b,1.79,37.01,Ice Giant,0,2021,K2-331
K2-331 c,2.72,41.76,Dwarf Planet,1,2021,K2-331
K2-332 b,2.2,115.34,Dwarf Planet,0,2021,K2-332
K2-333 b,6.18,5.91,Dwarf Planet,0,2021,K2-333
K2-334 b,5.65,96.61,Garden World,0,2021,K2-334
K2-335 b,2.21,14.19,Dwarf Planet,1,2021,K2-335
K2-336 b,1.22,91.01,Ice Giant,0,2021,K2-336
K2-337 b,2.62,109.7,Ice Giant,0,2021,K2-337
K2-338 b,1.03,66.05,Proto Planet,1,2021,K2-338
K2-339 b,1.92,47.14,Gas Giant,1,2021,K2-339
K2-34 b,13.75,49.51,Chthonian Planet,1,2016,K2-34
K2-340 b,3.36,115.24,Chthonian Planet,1,2021,K2-340
K2-341 b,3.21,89.94,Dwarf Planet,1,2021,K2-341
K2-342 b,2.03,85.33,Gas Giant,0,2021,K2-342
K2-343 b,1.65,68.91,Garden World,1,2021,K2-343
K2-343 c,2.02,1.97,Gas Giant,1,2021,K2-343
K2-344 b,1.59,87.09,Gas Giant,0,2021,K2-344
K2-345 b,2.11,32.93,Proto Planet,0,2021,K2-345
K2-346 b,2.26,1.23,Dwarf Planet,0,2021,K2-346
K2-347 b,2.41,116.81,Gas Giant,1,2021,K2-347
K2-348 b,3.26,36.26,Gas Giant,0,2021,K2-348
K2-348 c,2.67,37.21,Ice Giant,0,2021,K2-348
K2-349 b,1.38,20.02,Chthonian Planet,1,2021,K2-349
K2-35 b,1.32,81.32,Proto Planet,1,2016,K2-35
K2-35 c,1.93,87.07,Proto Planet,1,2016,K2-35
K2-350 b,1.54,92.09,Garden World,0,2021,K2-350
K2-350 c,2.74,103.43,Chthonian Planet,1,2016,K2-350
K2-351 b,2.54,11.39,Ice Giant,0,2021,K2-351
K2-352 b,1.37,53.88,Ice Giant,0,2021,K2-352
K2-352 c,1.92,25.67,Gas Giant,1,2021,K2-352
K2-352 d,2.23,27.02,Garden World,0,2021,K2-352
K2-353 b,5.55,10.48,Ice Giant,0,2021,K2-353
K2-354 b,1.56,32.61,Dwarf Planet,0,2021,K2-354
K2-355 b,2.25,85.06,Gas Giant,1,2021,K2-355
K2-356 b,2.29,36.64,Gas Giant,0,2021,K2-356
K2-357 b,3.72,112.08,Proto Planet,1,2021,K2-357
K2-358 b,2.68,25.23,Proto Planet,0,2021,K2-358
K2-36 b,1.43,122.65,Proto Planet,1,2016,K2-36
K2-36 c,3.2,102.64,Ice Giant,0,2016,K2-36
K2-360 c,4.02,80.47,Ice Giant,1,2024,EPIC 201595106
K2-365 b,2.906,93.32,Dwarf Planet,0,2022,K2-365
K2-366 b,2.359,63.3,Gas Giant,1,2022,K2-366
K2-367 b,2.413,91.32,Gas Giant,1,2022,K2-367
K2-368 b,1.332,18.96,Dwarf Planet,1,2022,K2-368
K2-368 c,1.361,79.26,Gas Giant,0,2022,K2-368
K2-368 d,1.948,64.43,Garden World,0,2022,K2-368
K2-369 b,1.313,109.97,Gas Giant,0,2022,K2-369
K2-37 b,1.61,64.93,Garden World,0,2016,K2-37
K2-37 c,2.75,33.22,Gas Giant,1,2016,K2-37
K2-37 d,2.73,1.23,Garden World,1,2016,K2-37
K2-370 b,3.207,45.88,Garden World,1,2022,K2-370
K2-371 b,13.024,57.05,Gas Giant,1,2022,K2-371
K2-372 b,2.945,103.92,Ice Giant,0,2022,K2-372
K2-373 b,2.061,121.36,Gas Giant,1,2022,K2-373
K2-374 b,1.593,92.87,Gas Giant,1,2022,K2-374
K2-374 c,2.213,123.28,Garden World,1,2022,K2-374
K2-375 b,2.243,81.77,Gas Giant,0,2022,K2-375
K2-376 b,1.736,81.14,Chthonian Planet,1,2022,K2-376
K2-377 b,1.693,33.55,Gas Giant,0,2022,K2-377
K2-378 b,2.88,48.36,Gas Giant,1,2022,K2-378
K2-379 b,2.181,121.78,Dwarf Planet,0,2022,K2-379
K2-38 b,1.655,10.62,Dwarf Planet,1,2016,K2-38
K2-38 c,2.49,92.1,Chthonian Planet,0,2016,K2-38
K2-380 b,2.729,109.29,Proto Planet,0,2022,K2-380
K2-381 b,1.075,102.32,Dwarf Planet,1,2022,K2-381
K2-381 c,2,48.38,Proto Planet,1,2022,K2-381
K2-381 d,1.689,24.68,Chthonian Planet,1,2022,K2-381
K2-382 b,2.072,54.89,Garden World,0,2022,K2-382
K2-383 b,1.564,68.87,Ice Giant,1,2022,K2-383
K2-384 b,1.076,31.31,Gas Giant,0,2022,K2-384
K2-384 c,1.191,117.18,Gas Giant,1,2022,K2-384
K2-384 d,1.392,11.05,Ice Giant,1,2022,K2-384
K2-384 e,1.345,14.51,Proto Planet,0,2022,K2-384
K2-384 f,2.222,64.82,Chthonian Planet,0,2022,K2-384
K2-385 b,1.539,57.21,Chthonian Planet,1,2022,K2-385
K2-386 b,2.32,69.64,Gas Giant,1,2022,K2-386
K2-387 b,7.322,6.29,Proto Planet,0,2022,K2-387
K2-388 b,3.66,11.42,Gas Giant,1,2022,K2-388
K2-389 b,2.184,64.05,Dwarf Planet,0,2022,K2-389
K2-389 c,2.04,113.69,Chthonian Planet,0,2022,K2-389
K2-39 b,6.277,5.22,Proto Planet,1,2016,K2-39
K2-390 b,4.662,76.06,Proto Planet,1,2022,K2-390
K2-391 b,1.371,4.65,Dwarf Planet,0,2022,K2-391
