Planet Name,Biome,Phylum
Kepler-1541 b,Nemoral,Echinodermata
Kepler-1542 b,Temperate,Chordata
Kepler-1542 c,Swamp,Platyhelminthes
Kepler-1542 d,Tropical,Echinodermata
Kepler-1542 e,Boreal,Angiospermae
Kepler-1543 b,Tundra,Pteridophyta
Kepler-1544 b,Tundra,Bryophyta
Kepler-1545 b,Marshland,Pteridophyta
Kepler-1546 b,Scarlet,Pteridophyta
Kepler-1547 b,Tropical,Cnidaria
Kepler-1548 b,Scarlet,Mollusca
Kepler-1549 b,Swamp,Annelida
Kepler-155 b,Swamp,Porifera
Kepler-155 c,Nemoral,Arthropoda
Kepler-1550 b,Alpine,Pteridophyta
Kepler-1551 b,Boreal,Nematoda
Kepler-1552 b,Tropical,Mollusca
Kepler-1553 b,Marshland,Angiospermae
Kepler-1554 b,Nemoral,Nematoda
Kepler-1555 b,Swamp,Cnidaria
Kepler-1556 b,Desert,Pteridophyta
Kepler-1557 b,Tropical,Mollusca
Kepler-1558 b,Boreal,Platyhelminthes
Kepler-1559 b,Scarlet,Nematoda
Kepler-156 b,Desert,Platyhelminthes
Kepler-156 c,Boreal,Nematoda
Kepler-1560 b,Swamp,Bryophyta
Kepler-1561 b,Scarlet,Bryophyta
Kepler-1562 b,Swamp,Nematoda
Kepler-1563 b,Swamp,Echinodermata
Kepler-1564 b,Tropical,Pteridophyta
Kepler-1565 b,Marshland,Porifera
Kepler-1566 b,Alpine,Cnidaria
Kepler-1567 b,Scarlet,Annelida
Kepler-1568 b,Temperate,Platyhelminthes
Kepler-1569 b,Scarlet,Annelida
Kepler-157 b,Boreal,Arthropoda
Kepler-157 c,Desert,Arthropoda
Kepler-157 d,Tropical,Bryophyta
Kepler-1570 b,Nemoral,Nematoda
Kepler-1571 b,Scarlet,Mollusca
Kepler-1572 b,Boreal,Nematoda
Kepler-1573 b,Desert,Annelida
Kepler-1574 b,Boreal,Cnidaria
Kepler-1575 b,Tundra,Arthropoda
Kepler-1576 b,Alpine,Angiospermae
Kepler-1577 b,Tundra,Echinodermata
Kepler-1578 b,Boreal,Mollusca
Kepler-1579 b,Tundra,Angiospermae
Kepler-158 b,Tropical,Pteridophyta
Kepler-158 c,Tropical,Platyhelminthes
Kepler-158 d,Temperate,Platyhelminthes
Kepler-1580 b,Desert,Nematoda
Kepler-1581 b,Alpine,Echinodermata
Kepler-1582 b,Scarlet,Nematoda
Kepler-1583 b,Marshland,Platyhelminthes
Kepler-1584 b,Alpine,Mollusca
Kepler-1585 b,Tundra,Arthropoda
Kepler-1586 b,Marshland,Arthropoda
Kepler-1587 b,Marshland,Arthropoda
Kepler-1588 b,Tundra,Angiospermae
Kepler-1589 b,Alpine,Mollusca
Kepler-159 b,Tundra,Chordata
Kepler-159 c,Alpine,Arthropoda
Kepler-1590 b,Boreal,Cnidaria
Kepler-1591 b,Boreal,Arthropoda
Kepler-1592 b,Boreal,Mollusca
Kepler-1593 b,Marshland,Echinodermata
Kepler-1594 b,Tundra,Arthropoda
Kepler-1595 b,Tropical,Arthropoda
Kepler-1596 b,Tundra,Pteridophyta
Kepler-1597 b,Scarlet,Bryophyta
Kepler-1598 b,Scarlet,Bryophyta
Kepler-1599 b,Tropical,Mollusca
Kepler-16 b,Alpine,Cnidaria
Kepler-160 b,Marshland,Nematoda
Kepler-160 c,Scarlet,Pteridophyta
Kepler-160 d,Boreal,Nematoda
Kepler-1600 b,Tropical,Mollusca
Kepler-1600 c,Alpine,Platyhelminthes
Kepler-1601 b,Scarlet,Echinodermata
Kepler-1602 b,Tropical,Platyhelminthes
Kepler-1603 b,Desert,Cnidaria
Kepler-1604 b,Tundra,Annelida
Kepler-1605 b,Marshland,Arthropoda
Kepler-1606 b,Desert,Nematoda
Kepler-1607 b,Temperate,Platyhelminthes
Kepler-1608 b,Desert,Mollusca
Kepler-1609 b,Tropical,Annelida
Kepler-161 b,Scarlet,Platyhelminthes
Kepler-161 c,Alpine,Echinodermata
Kepler-1610 b,Tundra,Mollusca
Kepler-1610 c,Scarlet,Nematoda
Kepler-1611 b,Marshland,Pteridophyta
Kepler-1612 b,Temperate,Platyhelminthes
Kepler-1613 b,Desert,Annelida
Kepler-1614 b,Swamp,Porifera
Kepler-1615 b,Nemoral,Annelida
Kepler-1616 b,Temperate,Annelida
Kepler-1617 b,Tropical,Echinodermata
Kepler-1618 b,Boreal,Bryophyta
Kepler-1619 b,Swamp,Echinodermata
Kepler-162 b,Scarlet,Annelida
Kepler-162 c,Tundra,Porifera
Kepler-1620 b,Swamp,Arthropoda
Kepler-1621 b,Scarlet,Annelida
Kepler-1622 b,Alpine,Mollusca
Kepler-1623 b,Tropical,Mollusca
Kepler-1624 b,Boreal,Mollusca
Kepler-1625 b,Scarlet,Mollusca
Kepler-1626 b,Marshland,Annelida
Kepler-1627 b,Alpine,Platyhelminthes
Kepler-1628 b,Alpine,Platyhelminthes
Kepler-1629 b,Marshland,Chordata
Kepler-163 b,Tundra,Angiospermae
Kepler-163 c,Tropical,Annelida
Kepler-1630 b,Boreal,Porifera
Kepler-1631 b,Swamp,Bryophyta
Kepler-1632 b,Scarlet,Mollusca
Kepler-1633 b,Tundra,Mollusca
Kepler-1634 b,Scarlet,Nematoda
Kepler-1635 b,Scarlet,Bryophyta
Kepler-1636 b,Swamp,Echinodermata
Kepler-1637 b,Temperate,Pteridophyta
Kepler-1638 b,Swamp,Platyhelminthes
Kepler-1639 b,Tundra,Echinodermata
Kepler-164 b,Swamp,Bryophyta
Kepler-164 c,Desert,Porifera
Kepler-164 d,Marshland,Echinodermata
Kepler-164 e,Boreal,Chordata
Kepler-1640 b,Nemoral,Nematoda
Kepler-1641 b,Swamp,Arthropoda
Kepler-1641 c,Tropical,Platyhelminthes
Kepler-1642 b,Scarlet,Platyhelminthes
Kepler-1642 c,Desert,Pteridophyta
Kepler-1643 b,Temperate,Nematoda
Kepler-1644 b,Tundra,Chordata
Kepler-1645 b,Alpine,Pteridophyta
Kepler-1646 b,Scarlet,Echinodermata
Kepler-1647 b,Swamp,Bryophyta
Kepler-1649 b,Tropical,Chordata
Kepler-1649 c,Scarlet,Echinodermata
Kepler-165 b,Tropical,Annelida
Kepler-165 c,Scarlet,Echinodermata
Kepler-1650 b,Marshland,Echinodermata
Kepler-1651 b,Scarlet,Platyhelminthes
Kepler-1652 b,Swamp,Nematoda
Kepler-1653 b,Temperate,Bryophyta
Kepler-1654 b,Desert,Nematoda
Kepler-1655 b,Nemoral,Pteridophyta
Kepler-1656 b,Temperate,Angiospermae
Kepler-1656 c,Swamp,Chordata
Kepler-1658 b,Tundra,Bryophyta
Kepler-166 b,Swamp,Mollusca
Kepler-166 c,Alpine,Bryophyta
Kepler-166 d,Marshland,Annelida
Kepler-1660 AB b,Swamp,Cnidaria
Kepler-1661 b,Tropical,Platyhelminthes
Kepler-1663 b,Desert,Bryophyta
Kepler-1664 b,Marshland,Nematoda
Kepler-1665 b,Boreal,Echinodermata
Kepler-1666 b,Alpine,Bryophyta
Kepler-1666 c,Swamp,Platyhelminthes
Kepler-1667 b,Alpine,Arthropoda
Kepler-1668 b,Swamp,Cnidaria
Kepler-1669 b,Marshland,Annelida
Kepler-1669 c,Temperate,Cnidaria
Kepler-1669 d,Tundra,Echinodermata
Kepler-167 b,Boreal,Cnidaria
Kepler-167 c,Marshland,Platyhelminthes
Kepler-167 d,Tropical,Echinodermata
Kepler-167 e,Temperate,Pteridophyta
Kepler-1670 b,Desert,Porifera
Kepler-1671 b,Swamp,Mollusca
Kepler-1672 b,Temperate,Platyhelminthes
Kepler-1673 b,Swamp,Arthropoda
Kepler-1674 b,Tropical,Annelida
Kepler-1675 b,Scarlet,Arthropoda
Kepler-1676 b,Marshland,Annelida
Kepler-1677 b,Tropical,Arthropoda
Kepler-1678 b,Scarlet,Chordata
Kepler-1679 b,Tundra,Cnidaria
Kepler-168 b,Temperate,Angiospermae
Kepler-168 c,Alpine,Annelida
Kepler-1680 b,Alpine,Pteridophyta
Kepler-1681 b,Nemoral,Pteridophyta
Kepler-1682 b,Tropical,Chordata
Kepler-1683 b,Alpine,Platyhelminthes
Kepler-1684 b,Swamp,Porifera
Kepler-1685 b,Tundra,Pteridophyta
Kepler-1686 b,Boreal,Bryophyta
Kepler-1687 b,Swamp,Chordata
Kepler-1688 b,Boreal,Echinodermata
Kepler-1689 b,Tundra,Mollusca
Kepler-169 b,Alpine,Echinodermata
Kepler-169 c,Tundra,Cnidaria
Kepler-169 d,Scarlet,Arthropoda
Kepler-169 e,Temperate,Cnidaria
Kepler-169 f,Swamp,Bryophyta
Kepler-1690 b,Scarlet,Platyhelminthes
Kepler-1691 b,Scarlet,Platyhelminthes
Kepler-1692 b,Tropical,Bryophyta
Kepler-1693 b,Swamp,Angiospermae
Kepler-1693 c,Desert,Pteridophyta
Kepler-1694 b,Alpine,Arthropoda
Kepler-1695 b,Scarlet,Annelida
Kepler-1696 b,Desert,Arthropoda
Kepler-1697 b,Tundra,Pteridophyta
Kepler-1698 b,Boreal,Mollusca
Kepler-1699 b,Scarlet,Cnidaria
Kepler-17 b,Temperate,Cnidaria
Kepler-170 b,Temperate,Cnidaria
Kepler-170 c,Tropical,Chordata
Kepler-1700 b,Marshland,Nematoda
Kepler-1701 b,Desert,Annelida
Kepler-1702 b,Boreal,Cnidaria
Kepler-1704 b,Alpine,Nematoda
Kepler-1705 b,Tundra,Cnidaria
Kepler-1705 c,Scarlet,Chordata
Kepler-1708 b,Temperate,Nematoda
Kepler-1709 b,Swamp,Bryophyta
Kepler-171 b,Marshland,Angiospermae
Kepler-171 c,Boreal,Cnidaria
Kepler-171 d,Nemoral,Pteridophyta
Kepler-1710 b,Alpine,Chordata
Kepler-1711 b,Temperate,Echinodermata
Kepler-1712 b,Tundra,Echinodermata
Kepler-1713 b,Marshland,Mollusca
Kepler-1714 b,Marshland,Pteridophyta
Kepler-1715 b,Temperate,Arthropoda
Kepler-1716 b,Desert,Arthropoda
Kepler-1717 b,Temperate,Pteridophyta
Kepler-1718 b,Boreal,Echinodermata
Kepler-1719 b,Scarlet,Annelida
Kepler-172 b,Tundra,Pteridophyta
Kepler-172 c,Alpine,Mollusca
Kepler-172 d,Marshland,Nematoda
Kepler-172 e,Boreal,Echinodermata
Kepler-1720 b,Tropical,Chordata
Kepler-1721 b,Desert,Platyhelminthes
Kepler-1722 b,Alpine,Annelida
Kepler-1723 b,Boreal,Annelida
Kepler-1724 b,Boreal,Cnidaria
Kepler-1725 b,Scarlet,Nematoda
Kepler-1726 b,Tundra,Platyhelminthes
Kepler-1727 b,Marshland,Cnidaria
Kepler-1728 b,Tropical,Angiospermae
Kepler-1729 b,Scarlet,Platyhelminthes
Kepler-173 b,Desert,Pteridophyta
Kepler-173 c,Scarlet,Platyhelminthes
Kepler-1730 b,Scarlet,Chordata
Kepler-1731 b,Swamp,Mollusca
Kepler-1732 b,Desert,Pteridophyta
Kepler-1733 b,Nemoral,Annelida
Kepler-1734 b,Temperate,Chordata
Kepler-1735 b,Scarlet,Cnidaria
Kepler-1736 b,Desert,Porifera
Kepler-1737 b,Nemoral,Angiospermae
Kepler-1738 b,Nemoral,Platyhelminthes
Kepler-1739 b,Boreal,Annelida
Kepler-174 b,Boreal,Nematoda
Kepler-174 c,Nemoral,Pteridophyta
Kepler-174 d,Swamp,Mollusca
Kepler-1740 b,Swamp,Platyhelminthes
Kepler-1741 b,Desert,Bryophyta
Kepler-1742 b,Boreal,Echinodermata
Kepler-1743 b,Tundra,Nematoda
Kepler-1744 b,Tundra,Chordata
Kepler-1745 b,Boreal,Platyhelminthes
Kepler-1746 b,Scarlet,Pteridophyta
Kepler-1747 b,Marshland,Mollusca
Kepler-1748 b,Tropical,Angiospermae
Kepler-1749 b,Desert,Pteridophyta
Kepler-175 b,Boreal,Platyhelminthes
Kepler-175 c,Marshland,Platyhelminthes
Kepler-1750 b,Temperate,Echinodermata
Kepler-1751 b,Nemoral,Bryophyta
Kepler-1752 b,Tropical,Echinodermata
Kepler-1753 b,Swamp,Porifera
Kepler-1754 b,Desert,Angiospermae
Kepler-1755 b,Nemoral,Mollusca
Kepler-1756 b,Nemoral,Platyhelminthes
Kepler-1757 b,Desert,Cnidaria
Kepler-1758 b,Scarlet,Pteridophyta
Kepler-1759 b,Alpine,Platyhelminthes
Kepler-176 b,Swamp,Platyhelminthes
Kepler-176 c,Tropical,Nematoda
Kepler-176 d,Temperate,Arthropoda
Kepler-176 e,Boreal,Cnidaria
Kepler-1760 b,Temperate,Nematoda
Kepler-1761 b,Boreal,Nematoda
Kepler-1762 b,Swamp,Arthropoda
Kepler-1763 b,Boreal,Cnidaria
Kepler-1764 b,Scarlet,Nematoda
Kepler-1765 b,Tropical,Platyhelminthes
Kepler-1766 b,Tundra,Nematoda
Kepler-1767 b,Scarlet,Pteridophyta
Kepler-1768 b,Boreal,Annelida
Kepler-1769 b,Desert,Angiospermae
Kepler-177 b,Tundra,Arthropoda
Kepler-177 c,Tropical,Nematoda
Kepler-1770 b,Nemoral,Pteridophyta
Kepler-1771 b,Desert,Nematoda
Kepler-1772 b,Swamp,Pteridophyta
Kepler-1773 b,Tundra,Mollusca
Kepler-1774 b,Boreal,Echinodermata
Kepler-1775 b,Temperate,Mollusca
Kepler-1776 b,Marshland,Porifera
Kepler-1777 b,Swamp,Angiospermae
Kepler-1778 b,Scarlet,Porifera
Kepler-1779 b,Desert,Platyhelminthes
Kepler-178 b,Marshland,Annelida
Kepler-178 c,Swamp,Angiospermae
Kepler-178 d,Boreal,Mollusca
Kepler-1780 b,Temperate,Arthropoda
Kepler-1781 b,Tropical,Platyhelminthes
Kepler-1782 b,Scarlet,Bryophyta
Kepler-1783 b,Boreal,Bryophyta
Kepler-1784 b,Desert,Chordata
Kepler-1785 b,Scarlet,Echinodermata
Kepler-1786 b,Tundra,Mollusca
Kepler-1787 b,Desert,Platyhelminthes
Kepler-1788 b,Nemoral,Echinodermata
Kepler-1789 b,Alpine,Bryophyta
Kepler-179 b,Temperate,Chordata
Kepler-179 c,Nemoral,Pteridophyta
Kepler-1790 b,Alpine,Arthropoda
Kepler-1791 b,Alpine,Nematoda
Kepler-1792 b,Marshland,Mollusca
Kepler-1793 b,Swamp,Echinodermata
Kepler-1794 b,Alpine,Chordata
Kepler-1795 b,Desert,Arthropoda
Kepler-1796 b,Swamp,Arthropoda
Kepler-1797 b,Marshland,Pteridophyta
Kepler-1798 b,Desert,Porifera
Kepler-1799 b,Swamp,Cnidaria
Kepler-18 b,Alpine,Porifera
Kepler-18 c,Alpine,Cnidaria
Kepler-18 d,Desert,Platyhelminthes
Kepler-180 b,Tropical,Echinodermata
Kepler-180 c,Alpine,Angiospermae
Kepler-1800 b,Marshland,Annelida
Kepler-1801 b,Boreal,Pteridophyta
Kepler-1801 c,Tundra,Cnidaria
Kepler-1802 b,Tropical,Porifera
Kepler-1802 c,Boreal,Porifera
Kepler-1804 b,Scarlet,Angiospermae
Kepler-1805 b,Tropical,Mollusca
Kepler-1806 b,Swamp,Annelida
Kepler-1807 b,Marshland,Echinodermata
Kepler-1808 b,Desert,Pteridophyta
Kepler-1809 b,Tundra,Nematoda
Kepler-181 b,Alpine,Annelida
Kepler-181 c,Scarlet,Platyhelminthes
Kepler-1810 b,Desert,Nematoda
Kepler-1811 b,Tropical,Cnidaria
Kepler-1812 b,Scarlet,Echinodermata
Kepler-1813 b,Desert,Chordata
Kepler-1814 b,Alpine,Platyhelminthes
Kepler-1814 c,Alpine,Arthropoda
Kepler-1815 b,Marshland,Pteridophyta
Kepler-1816 b,Scarlet,Pteridophyta
Kepler-1817 b,Tropical,Mollusca
Kepler-1818 b,Boreal,Chordata
Kepler-1819 b,Marshland,Platyhelminthes
Kepler-182 b,Tundra,Mollusca
Kepler-182 c,Tropical,Cnidaria
Kepler-1820 b,Boreal,Bryophyta
Kepler-1821 b,Scarlet,Porifera
Kepler-1822 b,Swamp,Bryophyta
Kepler-1823 b,Boreal,Arthropoda
Kepler-1824 b,Marshland,Angiospermae
Kepler-1825 b,Temperate,Nematoda
Kepler-1826 b,Alpine,Chordata
Kepler-1827 b,Tundra,Porifera
Kepler-1828 b,Tropical,Mollusca
Kepler-1829 b,Desert,Chordata
Kepler-183 b,Desert,Nematoda
Kepler-183 c,Nemoral,Cnidaria
Kepler-1830 b,Temperate,Porifera
Kepler-1831 b,Tundra,Cnidaria
Kepler-1832 b,Alpine,Cnidaria
Kepler-1833 b,Alpine,Bryophyta
Kepler-1834 b,Alpine,Arthropoda
Kepler-1834 c,Scarlet,Mollusca
Kepler-1835 b,Scarlet,Chordata
Kepler-1836 b,Tundra,Chordata
Kepler-1837 b,Swamp,Pteridophyta
Kepler-1838 b,Boreal,Annelida
Kepler-1839 b,Tropical,Pteridophyta
Kepler-184 b,Alpine,Annelida
Kepler-184 c,Swamp,Echinodermata
Kepler-184 d,Temperate,Bryophyta
Kepler-1840 b,Desert,Mollusca
Kepler-1841 b,Marshland,Bryophyta
Kepler-1842 b,Scarlet,Nematoda
Kepler-1843 b,Alpine,Arthropoda
Kepler-1844 b,Alpine,Angiospermae
Kepler-1845 b,Desert,Mollusca
Kepler-1846 b,Tundra,Echinodermata
Kepler-1847 b,Scarlet,Angiospermae
Kepler-1848 b,Alpine,Nematoda
Kepler-1849 b,Marshland,Mollusca
Kepler-185 b,Alpine,Platyhelminthes
Kepler-185 c,Desert,Bryophyta
Kepler-1850 b,Scarlet,Bryophyta
Kepler-1851 b,Desert,Angiospermae
Kepler-1852 b,Tropical,Mollusca
Kepler-1853 b,Alpine,Platyhelminthes
Kepler-1854 b,Temperate,Chordata
Kepler-1855 b,Scarlet,Pteridophyta
Kepler-1856 b,Scarlet,Cnidaria
Kepler-1857 b,Boreal,Arthropoda
Kepler-1858 b,Swamp,Mollusca
Kepler-1859 b,Temperate,Platyhelminthes
Kepler-1859 c,Scarlet,Pteridophyta
Kepler-186 b,Swamp,Pteridophyta
Kepler-186 c,Desert,Echinodermata
Kepler-186 d,Scarlet,Annelida
Kepler-186 e,Desert,Mollusca
Kepler-186 f,Swamp,Mollusca
Kepler-1860 b,Tropical,Nematoda
Kepler-1861 b,Alpine,Platyhelminthes
Kepler-1862 b,Swamp,Angiospermae
Kepler-1863 b,Desert,Nematoda
Kepler-1864 b,Tropical,Pteridophyta
Kepler-1865 b,Scarlet,Echinodermata
Kepler-1866 b,Swamp,Bryophyta
Kepler-1867 b,Alpine,Nematoda
Kepler-1868 b,Scarlet,Arthropoda
Kepler-1869 b,Nemoral,Arthropoda
Kepler-1869 c,Alpine,Bryophyta
Kepler-187 b,Tropical,Mollusca
Kepler-187 c,Marshland,Bryophyta
Kepler-1870 b,Alpine,Angiospermae
Kepler-1871 b,Marshland,Nematoda
Kepler-1872 b,Desert,Porifera
Kepler-1873 b,Desert,Nematoda
Kepler-1874 b,Tropical,Mollusca
Kepler-1875 b,Tundra,Nematoda
Kepler-1876 b,Desert,Chordata
Kepler-1877 b,Alpine,Angiospermae
Kepler-1878 b,Boreal,Mollusca
Kepler-1879 b,Desert,Annelida
Kepler-188 b,Tropical,Echinodermata
Kepler-188 c,Boreal,Bryophyta
Kepler-1880 b,Tundra,Cnidaria
Kepler-1881 b,Boreal,Arthropoda
Kepler-1882 b,Desert,Angiospermae
Kepler-1883 b,Scarlet,Mollusca
Kepler-1884 b,Nemoral,Pteridophyta
Kepler-1885 b,Marshland,Annelida
Kepler-1886 b,Nemoral,Pteridophyta
Kepler-1887 b,Tundra,Nematoda
Kepler-1888 b,Boreal,Echinodermata
Kepler-1889 b,Boreal,Arthropoda
Kepler-189 b,Scarlet,Arthropoda
Kepler-189 c,Scarlet,Chordata
Kepler-1890 b,Marshland,Bryophyta
Kepler-1891 b,Desert,Platyhelminthes
Kepler-1892 b,Tropical,Pteridophyta
Kepler-1893 b,Tropical,Nematoda
Kepler-1894 b,Swamp,Arthropoda
Kepler-1894 c,Swamp,Chordata
Kepler-1895 b,Temperate,Cnidaria
Kepler-1896 b,Tropical,Mollusca
Kepler-1897 b,Boreal,Bryophyta
Kepler-1898 b,Alpine,Nematoda
Kepler-1899 b,Scarlet,Pteridophyta
Kepler-19 b,Marshland,Arthropoda
Kepler-19 c,Boreal,Echinodermata
Kepler-19 d,Temperate,Chordata
Kepler-190 b,Temperate,Arthropoda
Kepler-190 c,Desert,Pteridophyta
Kepler-1900 b,Nemoral,Annelida
Kepler-1901 b,Temperate,Arthropoda
Kepler-1902 b,Boreal,Pteridophyta
Kepler-1903 b,Desert,Echinodermata
Kepler-1904 b,Desert,Cnidaria
Kepler-1905 b,Marshland,Bryophyta
Kepler-1906 b,Tundra,Echinodermata
Kepler-1907 b,Desert,Pteridophyta
Kepler-1907 c,Alpine,Pteridophyta
Kepler-1909 b,Swamp,Annelida
Kepler-191 b,Marshland,Annelida
Kepler-191 c,Swamp,Nematoda
Kepler-191 d,Swamp,Platyhelminthes
Kepler-1910 b,Desert,Echinodermata
Kepler-1911 b,Tundra,Bryophyta
Kepler-1912 b,Boreal,Mollusca
Kepler-1913 b,Marshland,Platyhelminthes
Kepler-1914 b,Tundra,Nematoda
Kepler-1915 b,Desert,Annelida
Kepler-1916 b,Swamp,Arthropoda
Kepler-1917 b,Scarlet,Echinodermata
Kepler-1918 b,Desert,Nematoda
Kepler-1919 b,Tundra,Mollusca
Kepler-192 b,Temperate,Pteridophyta
Kepler-192 c,Swamp,Bryophyta
Kepler-192 d,Scarlet,Cnidaria
Kepler-1920 b,Tundra,Mollusca
Kepler-1921 b,Swamp,Platyhelminthes
Kepler-1921 c,Boreal,Nematoda
Kepler-1922 b,Tropical,Angiospermae
Kepler-1923 b,Tundra,Annelida
Kepler-1924 b,Boreal,Chordata
Kepler-1925 b,Tropical,Cnidaria
Kepler-1926 b,Scarlet,Echinodermata
Kepler-1927 b,Tropical,Porifera
Kepler-1928 b,Marshland,Angiospermae
Kepler-1929 b,Tropical,Chordata
Kepler-193 b,Swamp,Bryophyta
Kepler-193 c,Scarlet,Chordata
Kepler-1930 b,Swamp,Angiospermae
Kepler-1931 b,Tundra,Arthropoda
Kepler-1932 b,Marshland,Pteridophyta
Kepler-1933 b,Tropical,Mollusca
Kepler-1934 b,Alpine,Pteridophyta
Kepler-1935 b,Nemoral,Platyhelminthes
Kepler-1936 b,Boreal,Pteridophyta
Kepler-1937 b,Boreal,Bryophyta
Kepler-1938 b,Temperate,Pteridophyta
Kepler-1939 b,Boreal,Mollusca
Kepler-194 b,Marshland,Nematoda
Kepler-194 c,Tropical,Bryophyta
Kepler-194 d,Tundra,Echinodermata
Kepler-1940 b,Desert,Annelida
Kepler-1941 b,Swamp,Echinodermata
Kepler-1942 b,Tropical,Cnidaria
Kepler-1943 b,Marshland,Echinodermata
Kepler-1944 b,Desert,Pteridophyta
Kepler-1945 b,Tropical,Angiospermae
Kepler-1946 b,Tropical,Chordata
Kepler-1947 b,Boreal,Mollusca
Kepler-1948 b,Marshland,Bryophyta
Kepler-1949 b,Marshland,Angiospermae
Kepler-195 b,Marshland,Annelida
Kepler-195 c,Tundra,Bryophyta
Kepler-1950 b,Swamp,Annelida
Kepler-1951 b,Boreal,Pteridophyta
Kepler-1952 b,Scarlet,Cnidaria
Kepler-1953 b,Swamp,Platyhelminthes
Kepler-1954 b,Tropical,Annelida
Kepler-1955 b,Desert,Nematoda
Kepler-1956 b,Desert,Platyhelminthes
Kepler-1957 b,Tundra,Platyhelminthes
Kepler-1958 b,Tundra,Bryophyta
Kepler-1959 b,Swamp,Platyhelminthes
Kepler-196 b,Desert,Chordata
Kepler-196 c,Scarlet,Cnidaria
Kepler-196 d,Alpine,Mollusca
Kepler-1960 b,Desert,Bryophyta
Kepler-1961 b,Tropical,Annelida
Kepler-1962 b,Nemoral,Echinodermata
Kepler-1963 b,Swamp,Annelida
Kepler-1964 b,Tropical,Annelida
Kepler-1965 b,Desert,Chordata
Kepler-1966 b,Tropical,Annelida
Kepler-1967 b,Tundra,Chordata
Kepler-1968 b,Scarlet,Platyhelminthes
Kepler-1969 b,Tundra,Mollusca
Kepler-197 b,Tundra,Platyhelminthes
Kepler-197 c,Desert,Mollusca
Kepler-197 d,Scarlet,Nematoda
Kepler-197 e,Nemoral,Cnidaria
Kepler-1972 b,Boreal,Chordata
Kepler-1972 c,Tropical,Arthropoda
Kepler-1976 b,Nemoral,Bryophyta
Kepler-1977 b,Desert,Cnidaria
Kepler-1978 b,Nemoral,Cnidaria
Kepler-1979 b,Desert,Pteridophyta
Kepler-198 b,Tundra,Annelida
Kepler-198 c,Boreal,Pteridophyta
Kepler-198 d,Tundra,Cnidaria
Kepler-1980 b,Marshland,Mollusca
Kepler-1981 b,Scarlet,Nematoda
Kepler-1982 b,Tundra,Pteridophyta
Kepler-1983 b,Tundra,Echinodermata
Kepler-1984 b,Desert,Platyhelminthes
Kepler-1985 b,Alpine,Chordata
Kepler-1986 b,Boreal,Mollusca
Kepler-1987 b,Swamp,Arthropoda
Kepler-1987 c,Swamp,Angiospermae
Kepler-1987 d,Nemoral,Nematoda
Kepler-1987 e,Temperate,Chordata
Kepler-1988 b,Marshland,Echinodermata
Kepler-1989 b,Boreal,Chordata
Kepler-199 b,Scarlet,Pteridophyta
Kepler-199 c,Marshland,Cnidaria
Kepler-1990 b,Desert,Annelida
Kepler-1990 c,Scarlet,Cnidaria
Kepler-1991 b,Marshland,Pteridophyta
Kepler-1991 c,Alpine,Cnidaria
Kepler-1992 b,Alpine,Platyhelminthes
Kepler-1993 b,Scarlet,Bryophyta
Kepler-1994 b,Alpine,Porifera
Kepler-1995 b,Scarlet,Nematoda
Kepler-1996 b,Marshland,Echinodermata
Kepler-1996 c,Nemoral,Arthropoda
Kepler-1997 b,Marshland,Cnidaria
Kepler-1998 b,Tropical,Cnidaria
Kepler-1999 b,Scarlet,Bryophyta
Kepler-20 b,Boreal,Cnidaria
Kepler-20 c,Desert,Echinodermata
Kepler-20 d,Tropical,Angiospermae
Kepler-20 e,Scarlet,Porifera
Kepler-20 f,Tundra,Mollusca
Kepler-20 g,Tropical,Arthropoda
Kepler-200 b,Alpine,Arthropoda
Kepler-200 c,Nemoral,Annelida
Kepler-2000 b,Tundra,Arthropoda
Kepler-2000 c,Scarlet,Annelida
Kepler-2001 b,Marshland,Annelida
Kepler-2001 c,Tundra,Nematoda
Kepler-201 b,Alpine,Nematoda
Kepler-201 c,Alpine,Angiospermae
Kepler-202 b,Swamp,Mollusca
Kepler-202 c,Boreal,Porifera
Kepler-203 b,Alpine,Platyhelminthes
Kepler-203 c,Marshland,Cnidaria
Kepler-203 d,Boreal,Arthropoda
Kepler-204 b,Boreal,Arthropoda
Kepler-204 c,Boreal,Echinodermata
Kepler-205 b,Scarlet,Mollusca
Kepler-205 c,Tundra,Mollusca
Kepler-206 b,Swamp,Mollusca
Kepler-206 c,Nemoral,Cnidaria
Kepler-206 d,Tropical,Annelida
Kepler-207 b,Marshland,Chordata
Kepler-207 c,Nemoral,Bryophyta
Kepler-207 d,Marshland,Annelida
Kepler-208 b,Boreal,Echinodermata
Kepler-208 c,Swamp,Annelida
Kepler-208 d,Tundra,Echinodermata
Kepler-208 e,Marshland,Chordata
Kepler-209 b,Scarlet,Nematoda
Kepler-209 c,Marshland,Echinodermata
Kepler-21 b,Swamp,Chordata
Kepler-210 b,Alpine,Nematoda
Kepler-210 c,Swamp,Annelida
Kepler-211 b,Temperate,Pteridophyta
Kepler-211 c,Tropical,Cnidaria
Kepler-212 b,Swamp,Platyhelminthes
Kepler-212 c,Nemoral,Pteridophyta
Kepler-213 b,Boreal,Mollusca
Kepler-213 c,Desert,Chordata
Kepler-214 b,Alpine,Nematoda
Kepler-214 c,Alpine,Pteridophyta
Kepler-215 b,Alpine,Nematoda
